locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS21745	MFS transporter	WP_008348160.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Sugar (and other) transporter	-	-	-	-	-	Sugar_tr
NCS66_RS21770	amidohydrolase family protein	WP_034470920.1					-	Amidohydrolase	ko:K07045,ko:K14333	-	ko00000,ko00001,ko01000	-	-	Amidohydro_2
NCS66_RS21775	2Fe-2S iron-sulfur cluster-binding protein	WP_250480849.1	metal ion binding|0046872||IEA				-	[2Fe-2S] binding domain	ko:K03518	-	ko00000,ko01000	-	-	COXG,Fer2,Fer2_2
NCS66_RS21780	FAD binding domain-containing protein	WP_034470914.1					-	FAD binding domain in molybdopterin dehydrogenase	ko:K03519	-	ko00000,ko01000	-	-	FAD_binding_5
NCS66_RS21785	xanthine dehydrogenase family protein molybdopterin-binding subunit	WP_051996433.1					-	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	ko:K03520	-	ko00000,ko01000	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2
NCS66_RS21815	DSD1 family PLP-dependent enzyme	WP_034470899.1					-	alanine racemase	ko:K20757	-	ko00000,ko01000	-	-	Ala_racemase_N,D-ser_dehydrat
NCS66_RS21820	DUF3325 domain-containing protein	WP_034470898.1					-	Protein of unknown function (DUF3325)	-	-	-	-	-	DUF3325
NCS66_RS21825	PepSY-associated TM helix domain-containing protein	WP_051996431.1			membrane|0016020||IEA		-	PepSY-associated TM region	-	-	-	-	-	PepSY,PepSY_TM
NCS66_RS21830	DUF3649 domain-containing protein	WP_034470895.1					-	Protein of unknown function (DUF3649)	-	-	-	-	-	DUF3649
NCS66_RS21835	hypothetical protein	WP_034470893.1					-	-	-	-	-	-	-	-
NCS66_RS21840	YeeE/YedE family protein	WP_008348170.1					-	Sulphur transport	ko:K07112	-	ko00000	-	-	Sulf_transp
NCS66_RS21845	dihydrofolate reductase family protein	WP_008348172.1	5-amino-6-(5-phosphoribosylamino)uracil reductase activity|0008703||IEA				-	RibD C-terminal domain	-	-	-	-	-	RibD_C
NCS66_RS21915	2,4'-dihydroxyacetophenone dioxygenase family protein	WP_008348198.1					-	PFAM Cupin 2 conserved barrel domain protein	ko:K05913	-	ko00000,ko00001,ko01000	-	-	Cupin_7
NCS66_RS21920	NAD(P)H-quinone oxidoreductase	WP_144403677.1					-	nadph quinone oxidoreductase	ko:K00344	-	ko00000,ko01000	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2
NCS66_RS21935	LacI family DNA-binding transcriptional regulator	WP_033536211.1					-	Transcriptional regulator	ko:K02529	-	ko00000,ko03000	-	-	LacI,Peripla_BP_3
NCS66_RS21940	hemerythrin domain-containing protein	WP_008348207.1					-	Pfam Hemerythrin HHE cation binding domain	-	-	-	-	-	Hemerythrin
NCS66_RS21945	hypothetical protein	WP_008348209.1					-	-	-	-	-	-	-	-
NCS66_RS21950	hemerythrin domain-containing protein	WP_250480851.1					-	Hemerythrin HHE cation binding domain	-	-	-	-	-	Hemerythrin
NCS66_RS21960	phosphatidylserine decarboxylase family protein	WP_008348226.1					-	Belongs to the phosphatidylserine decarboxylase family	ko:K01613	M00093	ko00000,ko00001,ko00002,ko01000	-	-	PSDC,PS_Dcarbxylase
NCS66_RS21965	MFS transporter	WP_008348228.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1
NCS66_RS21975	GntR family transcriptional regulator	WP_033536277.1	DNA-binding transcription factor activity|0003700||IEA				-	FCD domain	-	-	-	-	-	FCD,GntR
NCS66_RS21980	aromatic ring-hydroxylating dioxygenase subunit alpha	WP_008348234.1					-	Ring hydroxylating alpha subunit (catalytic domain)	ko:K00479	-	ko00000	-	-	Rieske,Ring_hydroxyl_A
NCS66_RS21985	LysR substrate-binding domain-containing protein	WP_034470885.1					-	LysR substrate binding domain	ko:K03566	-	ko00000,ko00001,ko03000	-	-	HTH_1,LysR_substrate
NCS66_RS21990	LysR family transcriptional regulator	WP_008348237.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS22005	FAD-binding oxidoreductase	WP_008348243.1	oxidoreductase activity|0016491||IEA				-	FAD dependent oxidoreductase	-	-	-	-	-	DAO
NCS66_RS22030	divalent metal cation transporter	WP_051079014.1			membrane|0016020||IEA		-	Natural resistance-associated macrophage protein	-	-	-	-	-	Nramp
NCS66_RS22040	hypothetical protein	WP_008348256.1					-	-	-	-	-	-	-	-
NCS66_RS22045	organic hydroperoxide resistance protein	WP_008348258.1					-	PFAM OsmC family protein	-	-	-	-	-	OsmC
NCS66_RS22050	hypothetical protein	WP_008348260.1					-	-	-	-	-	-	-	-
NCS66_RS22055	DUF4148 domain-containing protein	WP_008348262.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
NCS66_RS22060	thioredoxin family protein	WP_008348264.1					-	Thioredoxin-like	-	-	-	-	-	AhpC-TSA,Redoxin
NCS66_RS22065	hypothetical protein	WP_167561844.1					-	-	-	-	-	-	-	-
NCS66_RS22075	ATP-binding protein	WP_008348268.1					-	histidine kinase HAMP region domain protein	ko:K05962	-	ko00000,ko01000	-	-	HAMP,HATPase_c,HisKA
NCS66_RS22080	glycoside hydrolase family 28 protein	WP_008348269.1					-	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	Glyco_hydro_28
NCS66_RS22085	glycosyltransferase family 2 protein	WP_008348270.1	glycosyltransferase activity|0016757||IEA				-	glycosyl transferase family 2	ko:K00786	-	ko00000,ko01000	-	-	Glycos_transf_2
NCS66_RS22090	lysophospholipid acyltransferase family protein	WP_008348272.1					-	Acyltransferase	-	-	-	-	-	Acyltransferase
NCS66_RS22095	NAD(P)/FAD-dependent oxidoreductase	WP_250480852.1	oxidoreductase activity|0016491||IEA				-	PFAM monooxygenase FAD-binding	-	-	-	-	-	FAD_binding_3,Trp_halogenase
NCS66_RS22105	phosphopantetheine-binding protein	WP_008348277.1					-	acyl carrier protein	ko:K02078	-	ko00000,ko00001	-	-	PP-binding
NCS66_RS22110	membrane protein	WP_034470877.1					-	membrane	-	-	-	-	-	-
NCS66_RS22115	AMP-binding protein	WP_033536279.1					-	AMP-binding enzyme	-	-	-	-	-	AMP-binding,AMP-binding_C,FabA
NCS66_RS22120	acyl-CoA synthetase	WP_051079015.1					-	Bacterial lipid A biosynthesis acyltransferase	-	-	-	-	-	Lip_A_acyltrans
NCS66_RS22125	outer membrane lipoprotein carrier protein LolA	WP_008348284.1		lipoprotein localization to outer membrane|0044874||IEA	cell outer membrane|0009279||IEA		-	Outer membrane lipoprotein carrier protein LolA	-	-	-	-	-	LolA
NCS66_RS22130	MMPL family transporter	WP_008348286.1			membrane|0016020||IEA		-	MMPL family	-	-	-	-	-	MMPL
NCS66_RS22135	polysaccharide deacetylase family protein	WP_008348288.1	metal ion binding|0046872||IEA				-	polysaccharide deacetylase	ko:K01452	-	ko00000,ko00001,ko01000	-	-	Polysacc_deac_1
NCS66_RS22140	GntR family transcriptional regulator	WP_250480853.1	DNA-binding transcription factor activity|0003700||IEA				-	FCD	-	-	-	-	-	FCD,GntR
NCS66_RS22160	class I SAM-dependent methyltransferase	WP_008348298.1	S-adenosyl-L-methionine binding|1904047||IEA				-	Methyltransferase domain	-	-	-	-	-	Methyltransf_25
NCS66_RS22165	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	WP_033536216.1					-	Belongs to the beta-ketoacyl-ACP synthases family	ko:K00647,ko:K09458	M00083,M00572	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	Ketoacyl-synt_C,ketoacyl-synt
NCS66_RS22170	beta-ketoacyl synthase chain length factor	WP_250480854.1					-	Beta-ketoacyl synthase, N-terminal domain	-	-	-	-	-	Ketoacyl-synt_2
NCS66_RS22175	hydroxymyristoyl-ACP dehydratase	WP_144403679.1					-	dehydratase	-	-	-	-	-	-
NCS66_RS22180	class I SAM-dependent methyltransferase	WP_008348306.1	methyltransferase activity|0008168||IEA				-	methyltransferase	ko:K03183	M00116,M00117	ko00000,ko00001,ko00002,ko01000	-	-	Ubie_methyltran
NCS66_RS22185	LysE family transporter	WP_008348307.1		amino acid transport|0006865||IEA	membrane|0016020||IEA		-	LysE type translocator	-	-	-	-	-	LysE
NCS66_RS22195	PadR family transcriptional regulator	WP_008348309.1	DNA binding|0003677||IEA				-	Transcriptional regulator	-	-	-	-	-	PadR
NCS66_RS22210	L,D-transpeptidase	WP_250480855.1	peptidoglycan L,D-transpeptidase activity|0071972||IEA				-	ErfK YbiS YcfS YnhG family protein	-	-	-	-	-	PG_binding_1,YkuD
NCS66_RS22215	universal stress protein	WP_008348313.1					-	Universal stress protein family	-	-	-	-	-	Usp
NCS66_RS22220	LysR family transcriptional regulator	WP_008348314.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	ko:K16516	-	ko00000,ko03000	-	-	HTH_1,LysR_substrate
NCS66_RS22225	O-methyltransferase	WP_008348315.1	S-adenosyl-L-methionine binding|1904047||IEA	methylation|0032259||IEA			-	O-methyltransferase	-	-	-	-	-	Methyltransf_3
NCS66_RS22240	alpha/beta hydrolase	WP_081851882.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1
NCS66_RS22245	polysaccharide deacetylase family protein	WP_008348319.1	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA	carbohydrate metabolic process|0005975||IEA			-	Polysaccharide deacetylase	-	-	-	-	-	Polysacc_deac_1
NCS66_RS22250	glycosyltransferase	WP_033536220.1	glycosyltransferase activity|0016757||IEA				-	Glycosyl transferase 4-like	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
NCS66_RS22255	hypothetical protein	WP_008348321.1					-	-	-	-	-	-	-	-
NCS66_RS22260	FadR/GntR family transcriptional regulator	WP_008348324.1	DNA-binding transcription factor activity|0003700||IEA				-	Regulatory protein GntR HTH	ko:K05799	-	ko00000,ko03000	-	-	FCD,GntR
NCS66_RS22265	hypothetical protein	WP_008348325.1					-	-	-	-	-	-	-	-
NCS66_RS22270	hypothetical protein	WP_051996628.1					-	-	-	-	-	-	-	-
NCS66_RS22285	YdcF family protein	WP_008348333.1					-	DUF218 domain	-	-	-	-	-	DUF218
NCS66_RS22290	acyl carrier protein	WP_008348335.1					-	Acyl carrier protein	-	-	-	-	-	PP-binding
NCS66_RS22300	amino acid--[acyl-carrier-protein] ligase	WP_033536223.1					-	seryl-tRNA synthetase	-	-	-	-	-	-
NCS66_RS22305	DUF1839 family protein	WP_008348339.1					-	Domain of unknown function (DUF1839)	-	-	-	-	-	DUF1839
NCS66_RS22310	beta-mannosidase	WP_008348341.1					-	beta-mannosidase	ko:K01192	-	ko00000,ko00001,ko01000	-	-	Glyco_hydro_2,Glyco_hydro_2_C
NCS66_RS22315	Gfo/Idh/MocA family oxidoreductase	WP_008348343.1	oxidoreductase activity, acting on NAD(P)H|0016651||IEA				-	PFAM oxidoreductase domain protein	ko:K00035,ko:K13873	-	ko00000,ko00001,ko01000	-	-	GFO_IDH_MocA
NCS66_RS22320	hypothetical protein	WP_144403680.1					-	-	-	-	-	-	-	-
NCS66_RS22325	hypothetical protein	WP_144403681.1					-	-	-	-	-	-	-	-
NCS66_RS22330	indolepyruvate ferredoxin oxidoreductase family protein	WP_033536224.1					-	Catalyzes the ferredoxin-dependent oxidative decarboxylation of arylpyruvates	ko:K04090	-	br01601,ko00000,ko01000	-	-	POR,TPP_enzyme_C
NCS66_RS22335	LysR family transcriptional regulator	WP_008348350.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS22345	aconitase family protein	WP_008348354.1					-	3-isopropylmalate dehydratase	ko:K01703	M00432,M00535	br01601,ko00000,ko00001,ko00002,ko01000	-	-	Aconitase,Aconitase_C
NCS66_RS22350	LysR family transcriptional regulator	WP_008348356.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS22365	YoaK family protein	WP_008348363.1			membrane|0016020||IEA		-	Protein of unknown function (DUF1275)	-	-	-	-	-	DUF1232,DUF1275
NCS66_RS22370	MarR family transcriptional regulator	WP_008348365.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	MarR family transcriptional regulator	ko:K06075	-	ko00000,ko03000	-	-	HTH_27,MarR,MarR_2
NCS66_RS22375	FUSC family protein	WP_008348367.1		transport|0006810||IEA	plasma membrane|0005886||IEA		-	Fusaric acid resistance protein conserved region	-	-	-	-	-	FUSC
NCS66_RS22380	DUF1656 domain-containing protein	WP_008348368.1			membrane|0016020||IEA		-	Protein of unknown function (DUF1656)	-	-	-	-	-	DUF1656
NCS66_RS22390	efflux transporter outer membrane subunit	WP_033536283.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	RND efflux system, outer membrane lipoprotein, NodT family	-	-	-	-	-	OEP
NCS66_RS22400	protein phosphatase 2C domain-containing protein	WP_008348376.1					-	Serine/threonine phosphatases, family 2C, catalytic domain	ko:K20074	-	ko00000,ko01000,ko01009	-	-	PP2C_2
NCS66_RS22405	EAL domain-containing protein	WP_008348378.1					-	GGDEF domain containing protein	-	-	-	-	-	EAL,GGDEF,MHYT
NCS66_RS22410	hypothetical protein	WP_008348380.1					-	-	-	-	-	-	-	-
NCS66_RS22415	hypothetical protein	WP_008348382.1					-	Belongs to the peptidase S8 family	-	-	-	-	-	-
NCS66_RS22420	phosphatase PAP2 family protein	WP_051996625.1					-	phosphoesterase, PA-phosphatase related	-	-	-	-	-	PAP2
NCS66_RS22425	adenylate/guanylate cyclase domain-containing protein	WP_008348385.1		intracellular signal transduction|0035556||IEA			-	Adenylate cyclase	-	-	-	-	-	Guanylate_cyc,Trans_reg_C
NCS66_RS22430	LuxR C-terminal-related transcriptional regulator	WP_033536286.1		regulation of DNA-templated transcription|0006355||IEA			-	helix_turn_helix, Lux Regulon	-	-	-	-	-	GerE,cNMP_binding
NCS66_RS22440	DUF3331 domain-containing protein	WP_008348391.1					-	Domain of unknown function (DUF3331)	-	-	-	-	-	DUF3331
NCS66_RS22445	DUF4148 domain-containing protein	WP_008348393.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
NCS66_RS22450	alpha/beta hydrolase	WP_008348395.1	hydrolase activity|0016787||IEA				-	Alpha/beta hydrolase family	-	-	-	-	-	Abhydrolase_6
NCS66_RS22455	DUF308 domain-containing protein	WP_250480856.1					-	response to pH	-	-	-	-	-	-
NCS66_RS22460	NYN domain-containing protein	WP_035473587.1	RNA nuclease activity|0004540||IEA				-	NYN domain	-	-	-	-	-	NYN,OST-HTH
NCS66_RS22465	polyketide cyclase	WP_008348401.1					-	polyketide cyclase	-	-	-	-	-	-
NCS66_RS22470	DNA-binding protein	WP_033536225.1					-	Plasmid replication region DNA-binding N-term	-	-	-	-	-	KfrA_N
NCS66_RS22475	DUF4148 domain-containing protein	WP_008348405.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
NCS66_RS22485	M20 family metallopeptidase	WP_008348408.1					-	peptidase dimerisation domain protein	-	-	-	-	-	M20_dimer,Peptidase_M20
NCS66_RS22490	LysR family transcriptional regulator	WP_034473156.1	DNA-binding transcription activator activity|0001216||IEA				-	regulatory protein LysR	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS22495	VOC family protein	WP_008348411.1					-	glyoxalase bleomycin resistance protein dioxygenase	-	-	-	-	-	-
NCS66_RS22500	patatin-like phospholipase family protein	WP_008348413.1					-	Patatin phospholipase	ko:K07001	-	ko00000	-	-	DUF3734,Patatin
NCS66_RS22520	M48 family metalloprotease	WP_033536229.1	metalloendopeptidase activity|0004222||IEA	proteolysis|0006508||IEA			-	-	-	-	-	-	-	-
NCS66_RS22525	oxidoreductase	WP_008348423.1					-	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	adh_short
NCS66_RS22535	hypothetical protein	WP_008348427.1					-	-	-	-	-	-	-	-
NCS66_RS22540	porin	WP_008348428.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	-	-	-	-	-	Porin_4
NCS66_RS22545	ProQ/FinO family protein	WP_008348430.1					-	ProQ activator of osmoprotectant transporter ProP	ko:K03607	-	ko00000	-	-	ProQ
NCS66_RS22555	TetR/AcrR family transcriptional regulator	WP_008348435.1					-	PFAM regulatory protein TetR	ko:K03577,ko:K19736	M00647	ko00000,ko00002,ko03000	-	-	TetR_C_7,TetR_N
NCS66_RS22560	MBL fold metallo-hydrolase	WP_008348437.1					-	Beta-lactamase superfamily domain	-	-	-	-	-	Lactamase_B_2
NCS66_RS22565	NmrA family NAD(P)-binding protein	WP_008348439.1					-	NmrA family	-	-	-	-	-	NAD_binding_10,NmrA
NCS66_RS22570	MaoC family dehydratase N-terminal domain-containing protein	WP_034473152.1					-	N-terminal half of MaoC dehydratase	ko:K09709,ko:K18291	M00376	ko00000,ko00001,ko00002,ko01000	-	-	MaoC_dehydrat_N
NCS66_RS22580	CaiB/BaiF CoA-transferase family protein	WP_008348447.1					-	L-carnitine dehydratase bile acid-inducible protein F	ko:K18289	-	ko00000,ko00001,ko01000	-	-	CoA_transf_3
NCS66_RS22600	glucosidase	WP_033536231.1					-	Belongs to the GPI family	-	-	-	-	-	-
NCS66_RS22605	universal stress protein	WP_008348456.1	adenyl ribonucleotide binding|0032559||IEA				-	universal stress protein	-	-	-	-	-	Usp
NCS66_RS22640	FAD-dependent oxidoreductase	WP_008348469.1	FAD binding|0071949||IEA				-	FAD dependent oxidoreductase	ko:K00285	-	ko00000,ko00001,ko01000	-	-	DAO
NCS66_RS22650	PLP-dependent aminotransferase family protein	WP_008348472.1	pyridoxal phosphate binding|0030170||IEA				-	aminotransferase class I and II	-	-	-	-	-	Aminotran_1_2,GntR
NCS66_RS22675	MlaD family protein	WP_008348480.1					-	Mammalian cell entry	ko:K06192	-	ko00000	-	-	MlaD
NCS66_RS22680	PqiC family protein	WP_008348482.1					-	ABC-type transport auxiliary lipoprotein component	ko:K09857	-	ko00000	-	-	ABC_trans_aux
NCS66_RS22685	hypothetical protein	WP_250480858.1					-	-	-	-	-	-	-	-
NCS66_RS22705	DUF3141 domain-containing protein	WP_008348489.1					-	Protein of unknown function (DUF3141)	-	-	-	-	-	DUF3141
NCS66_RS22710	SulP family inorganic anion transporter	WP_008348493.1	inorganic anion transmembrane transporter activity|0015103||IEA		membrane|0016020||IEA		-	Sulfate transporter antisigma-factor antagonist STAS	-	-	-	-	-	STAS,Sulfate_transp
NCS66_RS22715	polyphosphate kinase 2	WP_008348496.1	polyphosphate kinase activity|0008976||IEA	phosphorus metabolic process|0006793||IEA	cellular_component|0005575||IEA	ppk2	-	Polyphosphate kinase 2 (PPK2)	ko:K22468	-	ko00000,ko00001,ko01000,ko03019	-	-	PPK2
NCS66_RS22720	RNA-binding protein	WP_008348497.1	RNA binding|0003723||IEA				-	-	-	-	-	-	-	-
NCS66_RS22725	DUF2964 family protein	WP_033536232.1					-	Protein of unknown function (DUF2964)	-	-	-	-	-	DUF2964
NCS66_RS22730	hypothetical protein	WP_008348502.1					-	-	-	-	-	-	-	-
NCS66_RS22735	hypothetical protein	WP_008348503.1					-	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	-	-	-	-	-	SmpA_OmlA
NCS66_RS22740	hypothetical protein	WP_008348505.1					-	-	-	-	-	-	-	DUF1344
NCS66_RS22745	glycine zipper family protein	WP_033536292.1					-	YMGG-like Gly-zipper	-	-	-	-	-	Gly-zipper_YMGG
NCS66_RS22750	VIT1/CCC1 transporter family protein	WP_008348510.1	manganese ion transmembrane transporter activity|0005384||IEA	intracellular manganese ion homeostasis|0030026||IEA			-	membrane	-	-	-	-	-	VIT1
NCS66_RS22770	sulfate permease	WP_033536293.1	sulfate transmembrane transporter activity|0015116||IEA	sulfate transport|0008272||IEA	membrane|0016020||IEA	sulP	-	Sulfate transporter antisigma-factor antagonist STAS	-	-	-	-	-	STAS,Sulfate_transp
NCS66_RS22775	fatty acid--CoA ligase	WP_008348519.1					-	AMP-binding enzyme	ko:K00666	-	ko00000,ko01000,ko01004	-	-	AMP-binding,AMP-binding_C
NCS66_RS22780	porin	WP_008348521.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Outer membrane porin	-	-	-	-	-	Porin_4
NCS66_RS22785	LuxR C-terminal-related transcriptional regulator	WP_008348523.1		regulation of DNA-templated transcription|0006355||IEA			-	LuxR family transcriptional regulator	ko:K03556	-	ko00000,ko03000	-	-	GerE
NCS66_RS22790	universal stress protein	WP_008348524.1					-	Universal stress protein family	-	-	-	-	-	Hemerythrin,Usp
NCS66_RS22805	alpha/beta hydrolase	WP_008348530.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	ko:K07002	-	ko00000	-	-	Ser_hydrolase
NCS66_RS22815	GlxA family transcriptional regulator	WP_008348535.1	DNA-binding transcription factor activity|0003700||IEA				-	helix-turn-helix- domain containing protein, AraC type	-	-	-	-	-	DJ-1_PfpI,HTH_18
NCS66_RS22820	SDR family oxidoreductase	WP_008348538.1	oxidoreductase activity|0016491||IEA				-	Belongs to the short-chain dehydrogenases reductases (SDR) family	ko:K07124	-	ko00000	-	-	adh_short
NCS66_RS22825	MFS transporter	WP_008348540.1					-	Major facilitator superfamily	-	-	-	-	-	MFS_1,Sugar_tr
NCS66_RS22845	DUF2322 family protein	WP_008348548.1					-	Uncharacterized protein conserved in bacteria (DUF2322)	-	-	-	-	-	DUF2322
NCS66_RS22850	SRPBCC family protein	WP_008348550.1					-	Activator of Hsp90 ATPase 1 family protein	-	-	-	-	-	AHSA1
NCS66_RS22855	MmgE/PrpD family protein	WP_034472580.1					-	MmgE/PrpD family	-	-	-	-	-	MmgE_PrpD
NCS66_RS22870	dipeptidase	WP_008348557.1	metallodipeptidase activity|0070573||IEA	proteolysis|0006508||IEA			-	Peptidase M19	ko:K01273	-	ko00000,ko00537,ko01000,ko01002,ko04147	-	-	Peptidase_M19
NCS66_RS22875	PAS and helix-turn-helix domain-containing protein	WP_008348559.1					-	Transcriptional regulator	-	-	-	-	-	GerE,PAS_9
NCS66_RS22885	alkaline phosphatase PhoX	WP_034472583.1					-	alkaline phosphatase	ko:K07093	-	ko00000	-	-	DUF839
NCS66_RS22895	zinc ribbon domain-containing protein	WP_075583526.1					-	PFAM FHA domain	-	-	-	-	-	DZR,FHA,zf-ribbon_3,zinc_ribbon_2
NCS66_RS22910	alpha/beta hydrolase	WP_034472629.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1
NCS66_RS22915	M81 family metallopeptidase	WP_008348572.1					-	Involved in peptidolytic degradation of cyclic heptapeptide hepatotoxin microcystin (MC)	-	-	-	-	-	DUF1485,MlrC_C,YjgF_endoribonc
NCS66_RS22920	MFS transporter	WP_008348574.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator	-	-	-	-	-	MFS_1
NCS66_RS22925	LysR family transcriptional regulator	WP_008348577.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS22930	hypothetical protein	WP_033536295.1					-	-	-	-	-	-	-	-
NCS66_RS22935	hypothetical protein	WP_033536296.1					-	Domain of unknown function (DUF4410)	-	-	-	-	-	DUF4410
NCS66_RS22940	EAL domain-containing protein	WP_008348581.1					-	Diguanylate cyclase	-	-	-	-	-	EAL,GGDEF,PAS_3,PAS_4
NCS66_RS22945	ATP-binding protein	WP_250480860.1					-	Histidine kinase	-	-	-	-	-	HATPase_c,HisKA,PAS_3,PAS_4,PAS_9,Response_reg
NCS66_RS22955	DUF5074 domain-containing protein	WP_008348584.1					-	amine dehydrogenase activity	-	-	-	-	-	PQQ_2
NCS66_RS22960	hypothetical protein	WP_008348586.1					-	RESPONSE REGULATOR receiver	-	-	-	-	-	-
NCS66_RS22965	hypothetical protein	WP_033536235.1					-	Predicted metal-binding integral membrane protein (DUF2182)	-	-	-	-	-	DUF2182
NCS66_RS22970	FUSC family protein	WP_008348589.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Fusaric acid resistance protein-like	-	-	-	-	-	FUSC_2
NCS66_RS34380	hypothetical protein	WP_326929442.1					-	Major facilitator superfamily	-	-	-	-	-	MFS_1
NCS66_RS22990	PAAR domain-containing protein	WP_051996552.1					-	PAAR motif	-	-	-	-	-	PAAR_motif
NCS66_RS22995	M35 family metallo-endopeptidase	WP_008348594.1	metalloendopeptidase activity|0004222||IEA				-	Lysine-specific metallo-endopeptidase	-	-	-	-	-	Aspzincin_M35
NCS66_RS23000	LysR family transcriptional regulator	WP_008348596.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS23005	L-rhamnonate dehydratase	WP_008348598.1					-	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	ko:K01856	M00568	ko00000,ko00001,ko00002,ko01000	-	-	MR_MLE_C,MR_MLE_N
NCS66_RS23010	MFS transporter	WP_034472435.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator transporter	-	-	-	-	-	MFS_1
NCS66_RS23015	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	WP_008348602.1	NAD binding|0051287||IEA	pyridoxal phosphate biosynthetic process|0042823||IEA	cytoplasm|0005737||IEA		-	Belongs to the PdxA family	ko:K00097	M00124	ko00000,ko00001,ko00002,ko01000	-	-	PdxA
NCS66_RS23020	amidohydrolase family protein	WP_008348604.1	hydrolase activity|0016787||IEA				-	amidohydrolase 2	ko:K07046	-	ko00000,ko00001,ko01000	-	-	Amidohydro_2
NCS66_RS23025	dihydrodipicolinate synthase family protein	WP_008348606.1		organic substance metabolic process|0071704||IEA			-	Belongs to the DapA family	ko:K13876	-	ko00000,ko00001,ko01000	-	-	DHDPS
NCS66_RS23030	LysR family transcriptional regulator	WP_008348608.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS23035	NADH:flavin oxidoreductase/NADH oxidase	WP_008348610.1					-	NADH flavin oxidoreductase	ko:K00219	-	ko00000,ko01000	-	-	Oxidored_FMN
NCS66_RS23045	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	WP_008348612.1	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity|0047443||IEA			ligK	-	PFAM Dimethylmenaquinone methyltransferase	ko:K10218	-	ko00000,ko00001,ko01000	-	-	RraA-like
NCS66_RS23050	amidohydrolase family protein	WP_008348613.1	metal ion binding|0046872||IEA				-	Amidohydrolase	ko:K10220,ko:K14333	-	ko00000,ko00001,ko01000	-	-	Amidohydro_2
NCS66_RS23060	gallate dioxygenase	WP_008348615.1	oxidoreductase activity|0016491||IEA	metabolic process|0008152||IEA			-	PFAM Extradiol ring-cleavage dioxygenase class III protein subunit B	ko:K04099,ko:K04101	-	br01602,ko00000,ko00001,ko01000	-	-	LigA,LigB
NCS66_RS23085	hypothetical protein	WP_008348936.1					-	-	-	-	-	-	-	-
