locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
LDZ24_RS14360	LysR substrate-binding domain-containing protein	WP_248322908.1					-	LysR substrate binding domain	ko:K03566	-	ko00000,ko00001,ko03000	-	-	HTH_1,LysR_substrate
LDZ24_RS14370	MarR family winged helix-turn-helix transcriptional regulator	WP_248322910.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein, MarR	-	-	-	-	-	MarR,MarR_2
LDZ24_RS14375	SDR family oxidoreductase	WP_248322911.1					-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
LDZ24_RS14380	YciI family protein	WP_248322912.1					-	PFAM DGPFAETKE family protein	-	-	-	-	-	YCII
LDZ24_RS14405	sugar phosphate isomerase/epimerase	WP_248322916.1	isomerase activity|0016853||IEA				-	AP endonuclease 2 domain protein	-	-	-	-	-	AP_endonuc_2,AP_endonuc_2_N
LDZ24_RS14410	Gfo/Idh/MocA family protein	WP_248322917.1	oxidoreductase activity, acting on NAD(P)H|0016651||IEA				-	PFAM oxidoreductase domain protein	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
LDZ24_RS14420	IS110 family transposase	WP_371747457.1	transposase activity|0004803||IEA				-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
LDZ24_RS14430	IS110 family transposase	WP_248322919.1	transposase activity|0004803||IEA				-	Transposase IS116/IS110/IS902 family	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
LDZ24_RS14440	type I-F CRISPR-associated helicase Cas3f	WP_248322921.1	helicase activity|0004386||IEA	maintenance of CRISPR repeat elements|0043571||IEA		cas3f	-	CRISPR-associated helicase, Cas3	ko:K07012	-	ko00000,ko01000,ko02048	-	-	-
LDZ24_RS14445	type I-F CRISPR-associated endonuclease Cas1f	WP_248322922.1	metal ion binding|0046872||IEA	maintenance of CRISPR repeat elements|0043571||IEA		cas1f	-	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	ko:K15342	-	ko00000,ko02048,ko03400	-	-	Cas_Cas1
LDZ24_RS14455	hypothetical protein	WP_206469091.1					-	-	-	-	-	-	-	-
LDZ24_RS14475	thioredoxin family protein	WP_248322927.1					-	Thioredoxin	ko:K03671	-	ko00000,ko00001,ko03110	-	-	Thioredoxin
LDZ24_RS14495	D-erythronate dehydrogenase	WP_248322932.1	oxidoreductase activity|0016491||IEA	carbohydrate metabolic process|0005975||IEA		denD	-	Nad-dependent epimerase dehydratase	ko:K22025	-	ko00000,ko01000	-	-	Epimerase
LDZ24_RS14500	DedA family protein/thiosulfate sulfurtransferase GlpE	WP_248323302.1					-	SMART Rhodanese domain protein	-	-	-	-	-	Rhodanese,SNARE_assoc
LDZ24_RS14505	FAD-dependent oxidoreductase	WP_248322933.1	oxidoreductase activity|0016491||IEA				-	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	ko:K00384	-	ko00000,ko00001,ko01000	-	-	Pyr_redox_2,cNMP_binding
LDZ24_RS14510	heavy metal sensor histidine kinase	WP_248322934.1	transferase activity, transferring phosphorus-containing groups|0016772||IEA	phosphorylation|0016310||IEA	membrane|0016020||IEA		-	Member of a two-component regulatory system	ko:K07644	M00452,M00745	ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022	-	-	HAMP,HATPase_c,HisKA
LDZ24_RS14520	cytochrome b/b6 domain-containing protein	WP_248323303.1					-	cytochrome	-	-	-	-	-	Ni_hydr_CYTB
LDZ24_RS14525	molybdopterin-dependent oxidoreductase	WP_248322936.1					-	Oxidoreductase molybdopterin binding	-	-	-	-	-	Oxidored_molyb
LDZ24_RS14530	DUF5666 domain-containing protein	WP_248322937.1					-	-	-	-	-	-	-	-
LDZ24_RS14545	hypothetical protein	WP_248322940.1					-	signal peptide protein	-	-	-	-	-	-
LDZ24_RS14565	GntR family transcriptional regulator	WP_175940905.1	DNA-binding transcription factor activity|0003700||IEA				-	GntR family	ko:K03710	-	ko00000,ko03000	-	-	GntR,UTRA
LDZ24_RS14570	succinate dehydrogenase, cytochrome b556 subunit	WP_159834264.1	electron transfer activity|0009055||IEA	tricarboxylic acid cycle|0006099||IEA	respiratory chain complex II (succinate dehydrogenase)|0045273||IEA	sdhC	-	succinate dehydrogenase	ko:K00241	M00009,M00011,M00149,M00173,M00374,M00376	ko00000,ko00001,ko00002	-	-	Sdh_cyt
LDZ24_RS14570	succinate dehydrogenase, cytochrome b556 subunit	WP_159834264.1	electron transfer activity|0009055||IEA	tricarboxylic acid cycle|0006099||IEA	respiratory chain complex II (succinate dehydrogenase)|0045273||IEA	sdhC	-	succinate dehydrogenase	ko:K00241	M00009,M00011,M00149,M00173,M00374,M00376	ko00000,ko00001,ko00002	-	-	Sdh_cyt
LDZ24_RS14575	succinate dehydrogenase, hydrophobic membrane anchor protein	WP_248322945.1	heme binding|0020037||IEA	tricarboxylic acid cycle|0006099||IEA	respiratory chain complex II (succinate dehydrogenase)|0045273||IEA	sdhD	-	succinate dehydrogenase, hydrophobic membrane anchor protein	ko:K00242	M00009,M00011,M00149,M00173	ko00000,ko00001,ko00002	-	-	Sdh_cyt
LDZ24_RS14585	succinate dehydrogenase iron-sulfur subunit	WP_244849783.1	metal ion binding|0046872||IEA				-	Belongs to the succinate dehydrogenase fumarate reductase iron-sulfur protein family	ko:K00240	M00009,M00011,M00149,M00173,M00374,M00376	ko00000,ko00001,ko00002,ko01000	-	-	Fer2_3,Fer4_17,Fer4_8
LDZ24_RS14585	succinate dehydrogenase iron-sulfur subunit	WP_244849783.1	metal ion binding|0046872||IEA				-	Belongs to the succinate dehydrogenase fumarate reductase iron-sulfur protein family	ko:K00240	M00009,M00011,M00149,M00173,M00374,M00376	ko00000,ko00001,ko00002,ko01000	-	-	Fer2_3,Fer4_17,Fer4_8
LDZ24_RS14590	succinate dehydrogenase assembly factor 2	WP_175940910.1					-	Flavinator of succinate dehydrogenase	ko:K09159	-	ko00000,ko02048	-	-	Sdh5
LDZ24_RS14600	type II toxin-antitoxin system VapB family antitoxin	WP_248322947.1					-	Bacterial antitoxin of type II TA system, VapB	-	-	-	-	-	VapB_antitoxin
LDZ24_RS14630	FimV/HubP family polar landmark protein	WP_248322950.1					-	pilus assembly protein FimV	ko:K08086	-	ko00000	-	-	LysM
LDZ24_RS14650	site-specific DNA-methyltransferase	WP_248322953.1					-	Belongs to the N(4) N(6)-methyltransferase family	ko:K00571	-	ko00000,ko01000,ko02048	-	-	N6_N4_Mtase
LDZ24_RS14670	SPOR domain-containing protein	WP_248322956.1					-	PFAM Sporulation domain protein	ko:K03749	-	ko00000	-	-	SPOR
LDZ24_RS14675	CvpA family protein	WP_248323305.1		toxin biosynthetic process|0009403||IEA			-	colicin V production protein	ko:K03558	-	ko00000	-	-	Colicin_V
LDZ24_RS14685	AraC family transcriptional regulator	WP_248322957.1					-	PFAM helix-turn-helix- domain containing protein AraC type	-	-	-	-	-	AraC_binding_2,Cupin_2,HTH_18
LDZ24_RS14690	FKBP-type peptidyl-prolyl cis-trans isomerase	WP_248322958.1	peptidyl-prolyl cis-trans isomerase activity|0003755||IEA				-	peptidyl-prolyl cis-trans isomerase	ko:K01802,ko:K03772	-	ko00000,ko01000,ko03110	-	-	FKBP_C
LDZ24_RS14695	hypothetical protein	WP_248322959.1					-	-	-	-	-	-	-	-
LDZ24_RS14700	polysaccharide biosynthesis tyrosine autokinase	WP_371747444.1		extracellular polysaccharide biosynthetic process|0045226||IEA			-	PFAM lipopolysaccharide biosynthesis	ko:K08252,ko:K16692	-	ko00000,ko01000,ko01001	-	-	AAA_31,CBP_BcsQ,CbiA,GNVR,ParA,Wzz
LDZ24_RS14705	glycosyl hydrolase	WP_248322962.1	hydrolase activity, acting on glycosyl bonds|0016798||IEA				-	Glycosyl hydrolase catalytic core	-	-	-	-	-	Glyco_hydro_cc
LDZ24_RS14710	glycosyltransferase	WP_248322963.1					-	glycosyl transferase	-	-	-	-	-	Glyco_trans_1_4
LDZ24_RS14715	glycosyltransferase family 1 protein	WP_248322964.1	glycosyltransferase activity|0016757||IEA				-	glycosyl transferase group 1	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
LDZ24_RS14720	glycosyltransferase	WP_248322965.1	glycosyltransferase activity|0016757||IEA				-	PFAM glycosyl transferase group 1	-	-	-	-	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1
LDZ24_RS14735	sensor histidine kinase KdpD	WP_248322968.1					-	Histidine kinase	-	-	-	-	-	HisKA
LDZ24_RS14740	hemolysin family protein	WP_248322969.1			membrane|0016020||IEA		-	CBS domain containing protein	-	-	-	-	-	CBS,CorC_HlyC,DUF21
LDZ24_RS14745	malto-oligosyltrehalose synthase	WP_248322970.1	(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity|0047470||IEA	trehalose biosynthetic process|0005992||IEA		treY	-	PFAM alpha amylase, catalytic region	ko:K06044	M00565	ko00000,ko00001,ko00002,ko01000	-	GH13	Alpha-amylase
LDZ24_RS14750	4-alpha-glucanotransferase	WP_248322972.1	4-alpha-glucanotransferase activity|0004134||IEA	glycogen catabolic process|0005980||IEA		malQ	-	4-alpha-glucanotransferase	ko:K00705	-	ko00000,ko00001,ko01000	-	GH77	Glyco_hydro_77
LDZ24_RS14755	malto-oligosyltrehalose trehalohydrolase	WP_248322974.1	4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity|0033942||IEA	trehalose biosynthetic process|0005992||IEA		treZ	-	trehalohydrolase	ko:K01236	M00565	ko00000,ko00001,ko00002,ko01000	-	CBM48,GH13	Alpha-amylase,CBM_48,DUF3459
LDZ24_RS14775	maltotransferase domain-containing protein	WP_248322978.1	hydrolase activity, hydrolyzing O-glycosyl compounds|0004553||IEA				-	Maltosyltransferase that uses maltose 1-phosphate (M1P) as the sugar donor to elongate linear or branched alpha-(1- 4)- glucans. Is involved in a branched alpha-glucan biosynthetic pathway from trehalose, together with TreS, Mak and GlgB	ko:K16147	-	ko00000,ko00001,ko01000	-	GH13	Alpha-amylase,DUF3416
LDZ24_RS14785	DUF1345 domain-containing protein	WP_248322980.1					-	Protein of unknown function (DUF1345)	-	-	-	-	-	DUF1345
LDZ24_RS14790	sorbitol dehydrogenase family protein	WP_248322981.1					-	Membrane bound FAD containing D-sorbitol dehydrogenase	-	-	-	-	-	FAD-SLDH
LDZ24_RS14795	GMC family oxidoreductase	WP_248322982.1	oxidoreductase activity|0016491||IEA				-	glucose-methanol-choline oxidoreductase	-	-	-	-	-	DAO,FAD_binding_2,GMC_oxred_C,GMC_oxred_N
LDZ24_RS14800	c-type cytochrome	WP_248322984.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
LDZ24_RS14810	DNA topoisomerase IB	WP_371747459.1					-	DNA Topoisomerase	ko:K03168	-	ko00000,ko01000,ko03032,ko03400	-	-	Topoisom_I
LDZ24_RS14815	RES family NAD+ phosphorylase	WP_248322987.1					-	PFAM RES domain protein	-	-	-	-	-	RES
LDZ24_RS14820	MbcA/ParS/Xre antitoxin family protein	WP_206469176.1					-	Protein of unknown function (DUF2384)	-	-	-	-	-	DUF2384
LDZ24_RS14825	DUF2866 domain-containing protein	WP_248322988.1					-	Protein of unknown function (DUF2866)	-	-	-	-	-	DUF2866
LDZ24_RS14830	hypothetical protein	WP_248322989.1					-	-	-	-	-	-	-	-
LDZ24_RS14835	hypothetical protein	WP_248322990.1					-	-	-	-	-	-	-	-
LDZ24_RS14840	DUF3309 family protein	WP_040050372.1					-	Protein of unknown function (DUF3309)	-	-	-	-	-	DUF3309
LDZ24_RS14855	phosphatase PAP2 family protein	WP_248322992.1					-	PAP2 superfamily	-	-	-	-	-	PAP2
LDZ24_RS14860	PHB depolymerase family esterase	WP_248322994.1	hydrolase activity|0016787||IEA				-	Esterase PHB depolymerase	ko:K05973	-	ko00000,ko00001,ko01000	-	-	Esterase_phd
LDZ24_RS14865	DUF3563 family protein	WP_175940956.1					-	Protein of unknown function (DUF3563)	-	-	-	-	-	DUF3563
LDZ24_RS14870	BPSS1780 family membrane protein	WP_206469188.1					-	-	-	-	-	-	-	-
LDZ24_RS14880	hypothetical protein	WP_248322996.1					-	-	-	-	-	-	-	-
LDZ24_RS14915	sulfurtransferase	WP_248323001.1	sulfurtransferase activity|0016783||IEA				-	Sulfurtransferase	ko:K01011	-	ko00000,ko00001,ko01000	-	-	Rhodanese
LDZ24_RS14920	aromatic ring-hydroxylating dioxygenase subunit alpha	WP_248323002.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	rieske 2fe-2s	ko:K00499	-	ko00000,ko00001,ko01000	-	-	Rieske,Ring_hydroxyl_A
LDZ24_RS14925	exodeoxyribonuclease VII small subunit	WP_248323004.1	exodeoxyribonuclease VII activity|0008855||IEA	DNA catabolic process|0006308||IEA	exodeoxyribonuclease VII complex|0009318||IEA		-	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	ko:K03602	-	ko00000,ko00001,ko01000,ko03400	-	-	Exonuc_VII_S
LDZ24_RS14950	transposase	WP_248322012.1	transposase activity|0004803||IEA	DNA transposition|0006313||IEA			-	Transposase	-	-	-	-	-	HTH_Tnp_1
LDZ24_RS14950	transposase	WP_248322012.1	transposase activity|0004803||IEA	DNA transposition|0006313||IEA			-	Transposase	-	-	-	-	-	HTH_Tnp_1
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14955	IS66 family insertion sequence element accessory protein TnpB	WP_045463971.1				tnpB	-	Evidence 2b Function of strongly homologous gene	-	-	-	-	-	TnpB_IS66
LDZ24_RS14960	IS66 family transposase	WP_248322013.1	transposase activity|0004803||IEA				-	transposase	-	-	-	-	-	DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66
LDZ24_RS14960	IS66 family transposase	WP_248322013.1	transposase activity|0004803||IEA				-	transposase	-	-	-	-	-	DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66
LDZ24_RS14980	GatB/YqeY domain-containing protein	WP_248323010.1					-	Yqey-like protein	ko:K09117	-	ko00000	-	-	YqeY
LDZ24_RS14985	DNA primase	WP_248323011.1	DNA primase activity|0003896||IEA	DNA replication, synthesis of primer|0006269||IEA		dnaG	-	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	ko:K02316	-	ko00000,ko00001,ko01000,ko03032	-	-	DnaB_bind,DnaG_DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2
LDZ24_RS15005	hypothetical protein	WP_248323014.1					-	HNH nucleases	ko:K07451	-	ko00000,ko01000,ko02048	-	-	HNH
LDZ24_RS15030	DcrB-related protein	WP_248323017.1					-	DcrB	-	-	-	-	-	DcrB
LDZ24_RS15035	hypothetical protein	WP_248323018.1					-	Rhs_assc_core RHS repeat-associated core domain protein	-	-	-	-	-	PAAR_motif,RHS,RHS_repeat
LDZ24_RS15040	IS5 family transposase	WP_248323019.1	transposase activity|0004803||IEA				-	transposase	-	-	-	-	-	DDE_Tnp_1,DUF4096
LDZ24_RS15040	IS5 family transposase	WP_248323019.1	transposase activity|0004803||IEA				-	transposase	-	-	-	-	-	DDE_Tnp_1,DUF4096
LDZ24_RS28135	RHS repeat domain-containing protein	WP_371747460.1	carbohydrate binding|0030246||IEA				-	Rhs_assc_core RHS repeat-associated core domain protein	-	-	-	-	-	PAAR_motif,RHS,RHS_repeat
LDZ24_RS15055	hypothetical protein	WP_248323020.1					-	-	-	-	-	-	-	-
LDZ24_RS15085	anthranilate 1,2-dioxygenase regulatory protein AndR	WP_248323025.1	sequence-specific DNA binding|0043565||IEA	catabolic process|0009056||IEA		andR	-	transcriptional regulator Arac family	-	-	-	-	-	AraC_binding_2,HTH_18
LDZ24_RS15110	muconate/chloromuconate family cycloisomerase	WP_248323030.1	manganese ion binding|0030145||IEA				-	mandelate racemase muconate lactonizing	ko:K01856,ko:K02549	M00116,M00568	ko00000,ko00001,ko00002,ko01000	-	-	MR_MLE_C,MR_MLE_N
LDZ24_RS15115	muconolactone Delta-isomerase	WP_175942180.1	muconolactone delta-isomerase activity|0016159||IEA	beta-ketoadipate pathway|0042952||IEA		catC	-	Belongs to the muconolactone Delta-isomerase family	ko:K03464	M00568	ko00000,ko00001,ko00002,ko01000	-	-	MIase
LDZ24_RS15120	catechol 1,2-dioxygenase	WP_248323031.1	catechol 1,2-dioxygenase activity|0018576||IEA	catechol catabolic process, ortho-cleavage|0019615||IEA		catA	-	catechol 1,2-dioxygenase	ko:K03381	M00568	ko00000,ko00001,ko00002,ko01000	-	-	Dioxygenase_C,Dioxygenase_N
LDZ24_RS15125	LacI family DNA-binding transcriptional regulator	WP_248323032.1	sequence-specific DNA binding|0043565||IEA	negative regulation of DNA-templated transcription|0045892||IEA			-	Transcriptional	ko:K06145	-	ko00000,ko03000	-	-	LacI,Peripla_BP_3
LDZ24_RS15145	bifunctional diguanylate cyclase/phosphodiesterase	WP_248323036.1					-	diguanylate cyclase	-	-	-	-	-	EAL,GGDEF
LDZ24_RS15155	GAF domain-containing protein	WP_248323037.1	protein binding|0005515||IEA				-	Domain present in phytochromes and cGMP-specific phosphodiesterases.	-	-	-	-	-	GAF,HTH_17
LDZ24_RS15160	LysE family translocator	WP_248323038.1					-	PFAM Lysine exporter protein (LYSE YGGA)	-	-	-	-	-	LysE
LDZ24_RS15165	acetylserotonin O-methyltransferase	WP_248323039.1	O-methyltransferase activity|0008171||IEA				-	O-methyltransferase family 2	-	-	-	-	-	Dimerisation2,Methyltransf_2
LDZ24_RS15170	hybrid sensor histidine kinase/response regulator	WP_248323040.1					-	Histidine kinase	-	-	-	-	-	GAF_2,HATPase_c,HisKA,PAS_3,PAS_9,Response_reg,dCache_1
LDZ24_RS15175	phosphatase PAP2 family protein	WP_248323041.1					-	PFAM phosphoesterase, PA-phosphatase related	ko:K19302	-	ko00000,ko00001,ko01000,ko01011	-	-	PAP2
LDZ24_RS15180	lipopolysaccharide biosynthesis protein	WP_248323042.1					-	6-phospho-beta-galactosidase activity	-	-	-	-	-	-
LDZ24_RS15195	class II aldolase/adducin family protein	WP_248323045.1					-	Class II aldolase adducin family protein	-	-	-	-	-	Aldolase_II
LDZ24_RS15200	DUF4148 domain-containing protein	WP_248323046.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
LDZ24_RS15205	DUF4142 domain-containing protein	WP_248323047.1					-	Domain of unknown function (DUF4142)	ko:K08995	-	ko00000	-	-	DUF4142
LDZ24_RS15210	diguanylate cyclase	WP_248323048.1	cyclase activity|0009975||IEA	regulation of signal transduction|0009966||IEA			-	diguanylate cyclase	-	-	-	-	-	GGDEF
LDZ24_RS15225	efflux transporter outer membrane subunit	WP_371747447.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	TIGRFAM RND efflux system, outer membrane lipoprotein, NodT family	-	-	-	-	-	OEP
LDZ24_RS15235	glycosyl hydrolase	WP_248323053.1					-	6-phospho-beta-galactosidase activity	-	-	-	-	-	Glyco_hydro_cc
LDZ24_RS15240	CPBP family intramembrane glutamic endopeptidase	WP_248323054.1	glutamic-type endopeptidase activity|0070007||IEA	CAAX-box protein processing|0071586||IEA	membrane|0016020||IEA		-	Abortive infection protein	-	-	-	-	-	Abi
LDZ24_RS15250	hypothetical protein	WP_371747461.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
LDZ24_RS15265	DUF2244 domain-containing protein	WP_248323059.1					-	Integral membrane protein (DUF2244)	-	-	-	-	-	DUF2244
LDZ24_RS15275	aminotransferase class V-fold PLP-dependent enzyme	WP_248323061.1					-	Aminotransferase	-	-	-	-	-	Aminotran_5
LDZ24_RS15280	oxidoreductase	WP_248323062.1					-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
LDZ24_RS15285	hybrid sensor histidine kinase/response regulator	WP_248323063.1					-	histidine kinase A domain protein	-	-	-	-	-	HATPase_c,HisKA,MEDS,PAS_3,PAS_4,Response_reg
LDZ24_RS15290	MEDS domain-containing protein	WP_248323064.1					-	MEDS: MEthanogen/methylotroph, DcmR Sensory domain	-	-	-	-	-	MEDS
LDZ24_RS15305	LysR family transcriptional regulator	WP_206468679.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS15315	glycosyltransferase family 1 protein	WP_248323068.1					-	PFAM glycosyl transferase group 1	-	-	-	-	-	Amino_oxidase,Glyco_trans_1_4,NAD_binding_8
LDZ24_RS15325	hypothetical protein	WP_248323069.1					-	-	-	-	-	-	-	-
LDZ24_RS15330	PAS domain S-box protein	WP_248323070.1					-	GAF domain	-	-	-	-	-	GAF,GGDEF,PAS,PAS_4,PAS_9
LDZ24_RS15335	ATP-binding protein	WP_248323071.1					-	Histidine kinase	-	-	-	-	-	GAF,GAF_2,HATPase_c,HisKA,PAS_3,PAS_4,PAS_8,PAS_9,Response_reg
LDZ24_RS15370	chemotaxis protein CheB	WP_248323076.1					-	CheB methylesterase	ko:K03412	M00506	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	CheB_methylest
LDZ24_RS15375	DUF4148 domain-containing protein	WP_248323077.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
LDZ24_RS15385	sterol desaturase family protein	WP_248323079.1	oxidoreductase activity|0016491||IEA	lipid metabolic process|0006629||IEA			-	Fatty acid hydroxylase superfamily	-	-	-	-	-	FA_hydroxylase
LDZ24_RS15390	PepSY domain-containing protein	WP_248323080.1					-	PFAM PepSY-associated TM helix domain protein	-	-	-	-	-	PepSY_TM
LDZ24_RS15395	hypothetical protein	WP_347879160.1					-	-	-	-	-	-	-	-
LDZ24_RS15405	bifunctional diguanylate cyclase/phosphodiesterase	WP_248323081.1					-	Diguanylate cyclase	-	-	-	-	-	EAL,GGDEF,PAS_3,PAS_4
LDZ24_RS15410	ParA family protein	WP_248323082.1	ATP binding|0005524||IEA				-	PFAM Cobyrinic acid a,c-diamide synthase	ko:K03496	-	ko00000,ko03036,ko04812	-	-	AAA_31
LDZ24_RS15415	hypothetical protein	WP_248323083.1					-	Psort location CytoplasmicMembrane, score 9.46	-	-	-	-	-	-
LDZ24_RS15420	SDR family NAD(P)-dependent oxidoreductase	WP_248323084.1	NAD+ binding|0070403||IEA				-	Short-chain dehydrogenase reductase sdr	-	-	-	-	-	adh_short_C2
LDZ24_RS15425	LysR family transcriptional regulator	WP_248323085.1	DNA-binding transcription activator activity|0001216||IEA				-	transcriptional Regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS15435	ribonuclease	WP_248323313.1					-	ribonuclease	ko:K01167	-	ko00000,ko01000,ko03016,ko03019	-	-	Ribonuclease
LDZ24_RS15440	glycoside hydrolase family 88 protein	WP_248323087.1					-	Glycosyl Hydrolase Family 88	ko:K18581	-	ko00000,ko01000	-	GH88	Glyco_hydro_88
LDZ24_RS15445	helix-turn-helix domain-containing protein	WP_248323088.1	sequence-specific DNA binding|0043565||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K18954	-	ko00000,ko03000	-	-	AraC_binding,HTH_18
LDZ24_RS15455	CaiB/BaiF CoA-transferase family protein	WP_248323090.1					-	CoA-transferase family III	-	-	-	-	-	CoA_transf_3
LDZ24_RS15470	MaoC family dehydratase	WP_248323093.1					-	MaoC like domain	-	-	-	-	-	MaoC_dehydratas
LDZ24_RS15475	TRAP transporter substrate-binding protein	WP_248323094.1					-	)transporter	-	-	-	-	-	DctP
LDZ24_RS15480	TRAP transporter small permease	WP_248323095.1	transmembrane transporter activity|0022857||IEA		membrane|0016020||IEA		-	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	DctQ
LDZ24_RS15490	arsenical resistance protein ArsH	WP_248323314.1		response to arsenic-containing substance|0046685||IEA		arsH	-	NADPH-dependent FMN reductase	ko:K11811	-	ko00000	-	-	FMN_red
LDZ24_RS15515	cellulose biosynthesis protein BcsQ	WP_248323101.1		bacterial cellulose biosynthetic process|0090540||IEA		bcsQ	-	cellulose synthase operon protein YhjQ	ko:K03496	-	ko00000,ko03036,ko04812	-	-	CBP_BcsQ
LDZ24_RS15520	cellulose biosynthesis protein BcsP	WP_248323102.1				bcsP	-	-	-	-	-	-	-	CBP_BcsR
LDZ24_RS15525	cellulose biosynthesis protein BcsD	WP_248323103.1		cellulose biosynthetic process|0030244||IEA		bcsD	-	Cellulose synthase subunit D	-	-	-	-	-	Cellsynth_D
LDZ24_RS15545	ATP-grasp fold amidoligase family protein	WP_248323107.1					-	TupA-like ATPgrasp	-	-	-	-	-	ATPgrasp_TupA
LDZ24_RS15555	SUMF1/EgtB/PvdO family nonheme iron enzyme	WP_248323109.1					-	DinB superfamily	-	-	-	-	-	DinB_2,FGE-sulfatase,Methyltransf_23,Methyltransf_25,Methyltransf_31
LDZ24_RS15565	universal stress protein	WP_248323111.1					-	universal stress protein	-	-	-	-	-	Usp
LDZ24_RS15570	MFS transporter	WP_248323315.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator Superfamily	-	-	-	-	-	MFS_1
LDZ24_RS15580	SMP-30/gluconolactonase/LRE family protein	WP_248323113.1	hydrolase activity|0016787||IEA				-	Gluconolactonase	ko:K01053	M00129	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	SGL
LDZ24_RS15585	GNAT family N-acetyltransferase	WP_248323114.1	acyltransferase activity|0016746||IEA				-	acetyltransferase	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7
LDZ24_RS15590	short chain dehydrogenase	WP_248323115.1	oxidoreductase activity|0016491||IEA				-	short-chain dehydrogenase	-	-	-	-	-	adh_short_C2
