locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
LDZ24_RS16775	amino acid permease	WP_248322383.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	amino acid	ko:K03294	-	ko00000	2.A.3.2	-	AA_permease_2
LDZ24_RS16835	peptidase domain-containing ABC transporter	WP_248322393.1					-	ABC transporter	ko:K06147	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	ABC_membrane,ABC_tran,Peptidase_C39,cNMP_binding
LDZ24_RS17010	b(o/a)3-type cytochrome-c oxidase subunit 1	WP_248322422.1					-	Cytochrome C oxidase subunit I	ko:K02274	M00155	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.6	-	COX1
LDZ24_RS17015	cytochrome C oxidase subunit II	WP_175941646.1					-	Cytochrome C oxidase subunit II, periplasmic domain	ko:K02275	M00155	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	COX2
LDZ24_RS17125	calcium:proton antiporter	WP_248322439.1					-	PFAM sodium calcium exchanger membrane region	ko:K07300	-	ko00000,ko02000	2.A.19	-	Na_Ca_ex
LDZ24_RS17155	cytochrome ubiquinol oxidase subunit I	WP_248322445.1					-	cytochrome bd ubiquinol oxidase, subunit I	ko:K00425	M00153	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	Cyt_bd_oxida_I
LDZ24_RS17160	cytochrome d ubiquinol oxidase subunit II	WP_206469509.1	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|0016682||IEA			cydB	-	Cytochrome d ubiquinol oxidase, subunit II	ko:K00426	M00153	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	Cyt_bd_oxida_II
LDZ24_RS17335	efflux transporter outer membrane subunit	WP_305854709.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	RND efflux system, outer membrane lipoprotein	ko:K18903	M00698	ko00000,ko00002,ko01504,ko02000	1.B.17.3.3	-	OEP
LDZ24_RS17345	efflux RND transporter periplasmic adaptor subunit	WP_248322474.1	identical protein binding|0042802||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	ko:K18901	M00698	ko00000,ko00002,ko01504,ko02000	2.A.6.2,8.A.1	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
LDZ24_RS17430	MFS transporter	WP_248322486.1					-	PFAM major facilitator superfamily MFS_1	ko:K08166	-	ko00000,ko02000	2.A.1.3.10	-	MFS_1,MFS_3
LDZ24_RS17520	MFS transporter	WP_248322500.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K02575	M00615	ko00000,ko00001,ko00002,ko02000	2.A.1.8	-	MFS_1
LDZ24_RS17535	CmpA/NrtA family ABC transporter substrate-binding protein	WP_248322503.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Nitrate ABC transporter	ko:K02051,ko:K15576,ko:K22067	M00188,M00438	ko00000,ko00001,ko00002,ko02000,ko02022	3.A.1.16,3.A.1.16.1,3.A.1.16.2,3.A.1.17	-	NMT1_2
LDZ24_RS17610	transporter	WP_248322516.1					-	PFAM Mg2 transporter protein CorA family protein	ko:K16074	-	ko00000,ko02000	1.A.35.4	-	CorA
LDZ24_RS17625	TolC family outer membrane protein	WP_248322519.1	efflux transmembrane transporter activity|0015562||IEA	transmembrane transport|0055085||IEA	outer membrane|0019867||IEA		-	Outer membrane efflux protein	ko:K12340	M00325,M00326,M00339,M00571,M00575,M00646,M00647,M00696,M00697,M00709,M00720,M00821	ko00000,ko00001,ko00002,ko01504,ko02000,ko02044	1.B.17,2.A.6.2	-	OEP
LDZ24_RS17630	peptidase domain-containing ABC transporter	WP_248322520.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	ABC transporter	ko:K13409	M00339	ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.110	-	ABC_membrane,ABC_tran,Peptidase_C39
LDZ24_RS17635	HlyD family efflux transporter periplasmic adaptor subunit	WP_248322521.1					-	HlyD family secretion protein	ko:K13408	M00339	ko00000,ko00001,ko00002,ko02000,ko02044	8.A.1	-	HlyD_3
LDZ24_RS17690	ABC transporter substrate-binding protein	WP_248322531.1					-	SMART extracellular solute-binding protein, family 3	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	SBP_bac_3
LDZ24_RS17765	ammonium transporter	WP_206469388.1	ammonium channel activity|0008519||IEA	ammonium transmembrane transport|0072488||IEA	membrane|0016020||IEA		-	Ammonium transporter	ko:K03320,ko:K06580	-	ko00000,ko02000,ko04090	1.A.11,1.A.11.4	-	Ammonium_transp
LDZ24_RS17770	TonB-dependent siderophore receptor	WP_248322541.1	signaling receptor activity|0038023||IEA	siderophore transport|0015891||IEA	cell outer membrane|0009279||IEA		-	TonB-dependent siderophore receptor	ko:K16090	-	ko00000,ko02000	1.B.14.1.11	-	Plug,TonB_dep_Rec
LDZ24_RS18000	M55 family metallopeptidase	WP_248322576.1					-	PFAM peptidase M55 D-aminopeptidase	ko:K16203	-	ko00000,ko01000,ko01002	3.A.1.5.2	-	Peptidase_M55
LDZ24_RS18180	MFS transporter	WP_248322605.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	transporter	ko:K08369	-	ko00000,ko02000	2.A.1	-	Sugar_tr
LDZ24_RS18210	aspartate-alanine antiporter	WP_248322611.1	aspartate:alanine antiporter activity|0070906||IEA		membrane|0016020||IEA	aspT	-	Predicted Permease Membrane Region	ko:K07085	-	ko00000	2.A.81	-	Asp-Al_Ex,TrkA_C
LDZ24_RS18270	2-aminoethylphosphonate ABC transport system, membrane component PhnV	WP_248323339.1	ATPase-coupled 2-aminoethylphosphonate transporter activity|0033225||IEA	2-aminoethylphosphonate transport|0033223||IEA	membrane|0016020||IEA	phnV	-	2-aminoethylphosphonate ABC transport system, membrane component PhnV	ko:K11082	M00302	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	BPD_transp_1
LDZ24_RS18275	2-aminoethylphosphonate ABC transporter permease subunit	WP_248322622.1	ATPase-coupled 2-aminoethylphosphonate transporter activity|0033225||IEA	2-aminoethylphosphonate transport|0033223||IEA	membrane|0016020||IEA	phnU	-	2-aminoethylphosphonate ABC transporter, permease protein	ko:K11083	M00302	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	BPD_transp_1
LDZ24_RS18285	2-aminoethylphosphonate ABC transporter substrate-binding protein	WP_248322624.1	2-aminoethylphosphonate binding|0033226||IEA	2-aminoethylphosphonate transport|0033223||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	phnS	-	2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	ko:K02055,ko:K11081	M00193,M00302	ko00000,ko00001,ko00002,ko02000	3.A.1.11,3.A.1.11.5	-	SBP_bac_6
LDZ24_RS18605	oxalate/formate MFS antiporter	WP_206469222.1	oxalate transmembrane transporter activity|0019531||IEA	oxalate transport|0019532||IEA	membrane|0016020||IEA	oxlT	-	Major Facilitator Superfamily	ko:K08177	-	ko00000,ko02000	2.A.1.11	-	MFS_1
LDZ24_RS18650	hypothetical protein	WP_248322683.1					-	ABC transporter, ATP-binding protein	ko:K02471	-	ko00000,ko00001,ko02000	3.A.1.203.11,3.A.1.203.4	-	ABC_membrane_2,ABC_tran
LDZ24_RS18710	porin	WP_248322693.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	PFAM porin Gram-negative type	ko:K03285	-	ko00000	1.B.1	-	Porin_4
LDZ24_RS18880	ABC transporter permease	WP_248322721.1	transmembrane transporter activity|0022857||IEA				-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02050	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	BPD_transp_1
LDZ24_RS18890	ABC transporter substrate-binding protein	WP_248322722.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	transport system substrate-binding protein	ko:K02051	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	NMT1_2
LDZ24_RS18945	MFS transporter	WP_248322734.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K08195	-	ko00000,ko02000	2.A.1.15	-	MFS_1,MFS_4,Sugar_tr
LDZ24_RS19240	hypothetical protein	WP_248322787.1					-	-	ko:K03646	-	ko00000,ko02000	2.C.1.2	-	-
LDZ24_RS19285	EamA family transporter RarD	WP_248322795.1	transporter activity|0005215||IEA	transport|0006810||IEA	plasma membrane|0005886||IEA	rarD	-	RarD protein, DMT superfamily transporter	ko:K05786	-	ko00000,ko02000	2.A.7.7	-	EamA
LDZ24_RS19380	phospholipid-binding protein MlaC	WP_244849638.1					-	PFAM toluene tolerance family protein	ko:K07323	M00210	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	MlaC
LDZ24_RS19495	glutathione S-transferase family protein	WP_248322831.1	protein binding|0005515||IEA	glutathione metabolic process|0006749||IEA			-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3
LDZ24_RS19625	potassium channel family protein	WP_248323787.1	potassium channel activity|0005267||IEA	monoatomic ion transmembrane transport|0034220||IEA			-	Ion transport 2 domain protein	ko:K10716	-	ko00000,ko02000	1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6	-	Ion_trans_2
LDZ24_RS19635	cation-transporting P-type ATPase	WP_248323789.1					-	ATPase, P-type (transporting), HAD superfamily, subfamily IC	ko:K01537	-	ko00000,ko01000	3.A.3.2	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
LDZ24_RS19925	sugar ABC transporter substrate-binding protein	WP_175942651.1					-	ABC transporter substrate-binding protein	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS19935	ABC transporter permease	WP_248323843.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS20005	sugar-binding protein	WP_248323854.1					-	Periplasmic binding proteins and sugar binding domain of LacI family	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS20090	transporter substrate-binding domain-containing protein	WP_248323870.1					-	belongs to the bacterial solute-binding protein 3 family	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	SBP_bac_3
LDZ24_RS20095	chromate efflux transporter	WP_248323871.1	chromate transmembrane transporter activity|0015109||IEA	chromate transport|0015703||IEA		chrA	-	TIGRFAM chromate transporter, chromate ion transporter (CHR) family	ko:K07240	-	ko00000,ko02000	2.A.51.1	-	Chromate_transp
LDZ24_RS20165	type VI secretion system contractile sheath small subunit	WP_248323883.1		protein secretion by the type VI secretion system|0033103||IEA		tssB	-	TIGRFAM type VI secretion protein, VC_A0107 family	ko:K11901	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_VipA
LDZ24_RS20170	type VI secretion system contractile sheath large subunit	WP_248323884.1		protein secretion by the type VI secretion system|0033103||IEA	type VI protein secretion system complex|0033104||IEA	tssC	-	type VI secretion protein	ko:K11900	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	VipB
LDZ24_RS20180	type VI secretion system baseplate subunit TssF	WP_248323886.1		protein secretion by the type VI secretion system|0033103||IEA		tssF	-	type VI secretion protein	ko:K11896	M00334	ko00000,ko00002,ko02044	3.A.23.1	-	T6SS_TssF
LDZ24_RS20185	type VI secretion system baseplate subunit TssG	WP_248323887.1		protein secretion by the type VI secretion system|0033103||IEA		tssG	-	type VI secretion protein	ko:K11895	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_TssG
LDZ24_RS20200	type VI secretion system Vgr family protein	WP_248323890.1		protein secretion by the type VI secretion system|0033103||IEA	type VI protein secretion system complex|0033104||IEA		-	Rhs element Vgr	ko:K11904	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	Phage_GPD
LDZ24_RS20210	type VI secretion system baseplate subunit TssK	WP_248323892.1		protein secretion by the type VI secretion system|0033103||IEA		tssK	-	type VI secretion protein	ko:K11893	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_VasE
LDZ24_RS20215	type VI secretion system protein TssL, long form	WP_248323893.1		protein secretion by the type VI secretion system|0033103||IEA	type VI protein secretion system complex|0033104||IEA	tssL	-	type VI secretion system OmpA MotB family protein	ko:K11892	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	DotU,OmpA
LDZ24_RS20220	type VI secretion system membrane subunit TssM	WP_248323894.1		protein secretion by the type VI secretion system|0033103||IEA		tssM	-	type VI secretion protein	ko:K11891	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	IcmF-related,IcmF_C,ImcF-related_N
LDZ24_RS20325	ABC transporter substrate-binding protein	WP_248323914.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	ABC transporter substrate-binding protein	ko:K17315	M00605	ko00000,ko00001,ko00002,ko02000	3.A.1.1.24,3.A.1.1.30	-	SBP_bac_1
LDZ24_RS20395	arsenic transporter	WP_248323928.1					-	Citrate transporter	ko:K03893	-	ko00000,ko02000	2.A.45.1,3.A.4.1	-	ArsB,CitMHS
LDZ24_RS20400	DMT family transporter	WP_248323929.1	transporter activity|0005215||IEA	transmembrane transport|0055085||IEA	plasma membrane|0005886||IEA		-	Putative inner membrane exporter, YdcZ	ko:K09936	-	ko00000,ko00001,ko02000	2.A.7.21	-	DMT_YdcZ
LDZ24_RS20555	type VI secretion system membrane subunit TssM	WP_248323959.1		protein secretion by the type VI secretion system|0033103||IEA		tssM	-	type VI secretion protein	ko:K11891	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	IcmF-related,IcmF_C,ImcF-related_N
LDZ24_RS20560	DotU family type VI secretion system protein	WP_248323960.1					-	type VI secretion system OmpA MotB family protein	ko:K11892	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	DotU,OmpA
LDZ24_RS20565	type VI secretion system baseplate subunit TssK	WP_248323961.1		protein secretion by the type VI secretion system|0033103||IEA		tssK	-	type VI secretion protein	ko:K11893	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_VasE
LDZ24_RS20570	type VI secretion system lipoprotein TssJ	WP_248323962.1		protein secretion by the type VI secretion system|0033103||IEA		tssJ	-	TIGRFAM type VI secretion lipoprotein, VC_A0113 family	ko:K11906	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS-SciN
LDZ24_RS20625	type VI secretion system contractile sheath small subunit	WP_248323972.1		protein secretion by the type VI secretion system|0033103||IEA		tssB	-	TIGRFAM type VI secretion protein, VC_A0107 family	ko:K11901	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_VipA
LDZ24_RS20630	type VI secretion system contractile sheath large subunit	WP_248323973.1		protein secretion by the type VI secretion system|0033103||IEA	type VI protein secretion system complex|0033104||IEA	tssC	-	type VI secretion protein	ko:K11900	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	VipB
LDZ24_RS20650	type VI secretion system baseplate subunit TssG	WP_248323977.1		protein secretion by the type VI secretion system|0033103||IEA		tssG	-	type VI secretion protein	ko:K11895	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_TssG
LDZ24_RS20655	type VI secretion system baseplate subunit TssF	WP_248323978.1		protein secretion by the type VI secretion system|0033103||IEA		tssF	-	type VI secretion protein	ko:K11896	M00334	ko00000,ko00002,ko02044	3.A.23.1	-	T6SS_TssF
LDZ24_RS20675	type VI secretion system Vgr family protein	WP_248323982.1		protein secretion by the type VI secretion system|0033103||IEA	type VI protein secretion system complex|0033104||IEA		-	Rhs element Vgr	ko:K11904	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	Gp5_C,Phage_GPD
LDZ24_RS20695	SulP family inorganic anion transporter	WP_248323986.1	inorganic anion transmembrane transporter activity|0015103||IEA		membrane|0016020||IEA		-	sulphate transporter	ko:K03321	-	ko00000,ko02000	2.A.53.3	-	Sulfate_transp
LDZ24_RS20720	BMP family ABC transporter substrate-binding protein	WP_248323991.1					-	ABC transporter substrate-binding protein PnrA-like	ko:K02058,ko:K07335	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	Bmp
LDZ24_RS20725	ABC transporter permease	WP_248323992.1	ABC-type transporter activity|0140359||IEA				-	Branched-chain amino acid transport system / permease component	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
LDZ24_RS20730	ABC transporter permease	WP_248323993.1			plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
LDZ24_RS20740	ABC transporter ATP-binding protein	WP_248323995.1	ABC-type transporter activity|0140359||IEA				-	ATPases associated with a variety of cellular activities	ko:K02056	M00221	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	ABC_tran
LDZ24_RS20775	MFS transporter	WP_248324000.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K03762	-	ko00000,ko02000	2.A.1.6.4	-	MFS_1,Sugar_tr
LDZ24_RS20840	ABC transporter ATP-binding protein	WP_248324013.1	ABC-type transporter activity|0140359||IEA				-	Belongs to the ABC transporter superfamily	ko:K17324	M00607	ko00000,ko00001,ko00002,ko02000	3.A.1.1.35	-	ABC_tran,TOBE_2
LDZ24_RS20850	carbohydrate ABC transporter permease	WP_175942867.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA			-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K17322	M00607	ko00000,ko00001,ko00002,ko02000	3.A.1.1.35	-	BPD_transp_1
LDZ24_RS20855	carbohydrate ABC transporter permease	WP_175942869.1		transmembrane transport|0055085||IEA			-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K17323	M00607	ko00000,ko00001,ko00002,ko02000	3.A.1.1.35	-	BPD_transp_1
LDZ24_RS20865	ABC transporter substrate-binding protein	WP_248324015.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM extracellular solute-binding protein family 1	ko:K17321	M00607	ko00000,ko00001,ko00002,ko02000	3.A.1.1.35	-	SBP_bac_1,SBP_bac_8
LDZ24_RS21110	glutathione S-transferase family protein	WP_248324059.1					-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C_2,GST_N_2,GST_N_3
LDZ24_RS21300	glutathione S-transferase family protein	WP_248324082.1					-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C_2,GST_N_2,GST_N_3
LDZ24_RS21655	ABC transporter substrate-binding protein	WP_248324137.1					-	PFAM extracellular solute-binding protein, family 5	ko:K02035,ko:K12368	M00239,M00324	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	SBP_bac_5
LDZ24_RS21740	ABC transporter substrate-binding protein	WP_248324152.1					-	Bacterial extracellular solute-binding proteins, family 5 Middle	ko:K02035,ko:K15584	M00239,M00440	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	SBP_bac_5
LDZ24_RS21795	substrate-binding domain-containing protein	WP_371747487.1					-	PFAM periplasmic binding protein LacI transcriptional regulator	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS21890	MFS transporter	WP_248324177.1					-	TIGRFAM metabolite H symporter, major facilitator superfamily (MFS)	ko:K03288	-	ko00000,ko02000	2.A.1.6.1,2.A.1.6.7	-	MFS_1,Sugar_tr
LDZ24_RS21925	ABC transporter permease	WP_248324184.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02053	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
LDZ24_RS21930	ABC transporter permease subunit	WP_248324185.1					-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02054	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
LDZ24_RS21935	ABC transporter substrate-binding protein	WP_248324186.1					-	PFAM extracellular solute-binding protein family 1	ko:K02055	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	SBP_bac_6
LDZ24_RS21955	transporter substrate-binding domain-containing protein	WP_206470330.1					-	Periplasmic binding protein domain	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_5
LDZ24_RS21970	ABC transporter ATP-binding protein	WP_248324191.1	ATP binding|0005524||IEA				-	ABC transporter	ko:K01995	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran
LDZ24_RS21975	ABC transporter permease	WP_248324192.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
LDZ24_RS21980	branched-chain amino acid ABC transporter permease	WP_175943200.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
LDZ24_RS21985	urea ABC transporter substrate-binding protein	WP_206470334.1	ATPase-coupled urea transmembrane transporter activity|0033221||IEA	urea transport|0015840||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Periplasmic binding protein domain	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
LDZ24_RS21995	ABC transporter substrate-binding protein	WP_248324194.1					-	branched-chain amino acid	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
LDZ24_RS22000	branched-chain amino acid ABC transporter permease	WP_248324195.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex|0043190||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
LDZ24_RS22005	branched-chain amino acid ABC transporter permease	WP_248324196.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
LDZ24_RS22050	ABC transporter permease	WP_248324203.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS22055	ABC transporter permease	WP_248324204.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Branched-chain amino acid transport system / permease component	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS22065	sugar ABC transporter substrate-binding protein	WP_248324206.1					-	Periplasmic binding protein domain	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS22085	c-type cytochrome	WP_248324209.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	Cytochrome_CBB3,SBP_bac_3
LDZ24_RS22100	NCS1 family nucleobase:cation symporter-1	WP_248323362.1					-	PFAM permease for cytosine purines, uracil, thiamine, allantoin	ko:K03457	-	ko00000	2.A.39	-	Transp_cyt_pur
LDZ24_RS22155	porin	WP_248323373.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	ko:K03285	-	ko00000	1.B.1	-	Porin_4
LDZ24_RS22165	putative urea ABC transporter substrate-binding protein	WP_248323375.1					-	NMT1/THI5 like	ko:K02051	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	NMT1
LDZ24_RS22170	ABC transporter permease	WP_248323376.1	transmembrane transporter activity|0022857||IEA				-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02050	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	BPD_transp_1
LDZ24_RS22285	branched-chain amino acid ABC transporter substrate-binding protein	WP_371747468.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA			-	Receptor family ligand binding region	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
LDZ24_RS22295	TonB-dependent receptor	WP_248323400.1			membrane|0016020||IEA		-	TonB dependent receptor	ko:K02014	-	ko00000,ko02000	1.B.14	-	Plug,TonB_dep_Rec
LDZ24_RS22355	ABC transporter substrate-binding protein	WP_248323412.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM extracellular solute-binding protein family 1	ko:K02055	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	SBP_bac_8
LDZ24_RS22360	ABC transporter permease	WP_248323413.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02054	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
LDZ24_RS22365	ABC transporter permease	WP_248323414.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02053	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
LDZ24_RS22435	c-type cytochrome	WP_248323428.1					-	cytochrome	ko:K08738	M00595	ko00000,ko00001,ko00002	3.D.4.6	-	Cytochrome_CBB3
LDZ24_RS22495	ABC transporter substrate-binding protein	WP_248323438.1					-	ABC transporter substrate-binding protein	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
