locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS15775	NCS1 family nucleobase:cation symporter-1	WP_008353715.1					-	PFAM permease for cytosine purines, uracil, thiamine, allantoin	ko:K03457	-	ko00000	2.A.39	-	Transp_cyt_pur
NCS66_RS15845	DHA2 family efflux MFS transporter permease subunit	WP_034471854.1		response to xenobiotic stimulus|0009410||IEA	plasma membrane|0005886||IEA		-	Major facilitator Superfamily	ko:K03446	M00701	ko00000,ko00002,ko02000	2.A.1.3	-	MFS_1
NCS66_RS16045	TonB-dependent siderophore receptor	WP_008353644.1	signaling receptor activity|0038023||IEA	siderophore transport|0015891||IEA	cell outer membrane|0009279||IEA		-	TonB-dependent siderophore receptor	ko:K16090	-	ko00000,ko02000	1.B.14.1.11	-	Plug,TonB_dep_Rec
NCS66_RS16055	cellulose biosynthesis protein BcsC	WP_008353642.1		cellulose biosynthetic process|0030244||IEA	outer membrane|0019867||IEA		-	cellulose synthase operon C domain protein	ko:K20543	-	ko00000,ko02000	1.B.55.3	-	BCSC_C,TPR_16,TPR_19,TPR_4,TPR_7,TPR_8
NCS66_RS16110	ABC transporter permease	WP_008353631.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02053	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
NCS66_RS16115	ABC transporter permease	WP_051079071.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02054	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
NCS66_RS16120	ABC transporter substrate-binding protein	WP_235366336.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM extracellular solute-binding protein family 1	ko:K02055	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	SBP_bac_8
NCS66_RS16145	transporter	WP_008353624.1					-	PFAM Mg2 transporter protein CorA family protein	ko:K16074	-	ko00000,ko02000	1.A.35.4	-	CorA
NCS66_RS16230	CmpA/NrtA family ABC transporter substrate-binding protein	WP_008353602.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Nitrate ABC transporter	ko:K02051,ko:K15576,ko:K22067	M00188,M00438	ko00000,ko00001,ko00002,ko02000,ko02022	3.A.1.16,3.A.1.16.1,3.A.1.16.2,3.A.1.17	-	NMT1_2
NCS66_RS16245	MFS transporter	WP_008353599.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K02575	M00615	ko00000,ko00001,ko00002,ko02000	2.A.1.8	-	MFS_1
NCS66_RS16350	MFS transporter	WP_033536123.1					-	PFAM major facilitator superfamily MFS_1	ko:K08166	-	ko00000,ko02000	2.A.1.3.10	-	MFS_1,MFS_3
NCS66_RS16405	glutathione S-transferase	WP_008353558.1					-	Belongs to the GST superfamily	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C,GST_C_3,GST_N,GST_N_3
NCS66_RS16480	ABC transporter permease	WP_008353537.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K10560	M00220	ko00000,ko00001,ko00002,ko02000	3.A.1.2.9	-	BPD_transp_2
NCS66_RS16485	ABC transporter permease	WP_008353535.1	ABC-type transporter activity|0140359||IEA				-	Belongs to the binding-protein-dependent transport system permease family	ko:K10561	M00220	ko00000,ko00001,ko00002,ko02000	3.A.1.2.9	-	BPD_transp_2
NCS66_RS16490	rhamnose ABC transporter substrate-binding protein	WP_008353534.1	rhamnose binding|0033296||IEA	rhamnose transmembrane transport|0015762||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	rhaS	-	TIGRFAM rhamnose ABC transporter, periplasmic rhamnose-binding protein	ko:K10559	M00220	ko00000,ko00001,ko00002,ko02000	3.A.1.2.9	-	Peripla_BP_4
NCS66_RS16510	nitrate/sulfonate/bicarbonate ABC transporter inner membrane protein	WP_008353530.1					-	ABC-type nitrate sulfonate bicarbonate transport system permease component	ko:K02050	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	BPD_transp_1
NCS66_RS16515	ATP-binding cassette domain-containing protein	WP_008353529.1	ATP binding|0005524||IEA				-	ATPases associated with a variety of cellular activities	ko:K02049	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	ABC_tran
NCS66_RS16555	HoxN/HupN/NixA family nickel/cobalt transporter	WP_008353519.1					-	Belongs to the NiCoT transporter (TC 2.A.52) family	ko:K07241	-	ko00000,ko02000	2.A.52.1	-	NicO
NCS66_RS16615	magnesium/cobalt transporter CorA	WP_008353501.1	magnesium ion transmembrane transporter activity|0015095||IEA	magnesium ion transport|0015693||IEA	membrane|0016020||IEA	corA	-	Mediates influx of magnesium ions	ko:K03284	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	CorA
NCS66_RS16860	glutathione S-transferase family protein	WP_008353437.1					-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C_2,GST_N_2,GST_N_3
NCS66_RS16910	extracellular solute-binding protein	WP_008353424.1					-	Bacterial extracellular solute-binding protein	ko:K02055	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	SBP_bac_8
NCS66_RS16920	sugar ABC transporter permease	WP_008353421.1	ABC-type transporter activity|0140359||IEA				-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02054	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
NCS66_RS16925	ABC transporter permease	WP_033536134.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02053	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
NCS66_RS16955	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	WP_033536136.1				mprF	-	Uncharacterised conserved protein (DUF2156)	ko:K07027,ko:K14205	M00726	ko00000,ko00001,ko00002,ko01000,ko01504,ko02000	2.A.1.3.37,4.D.2	-	DUF2156,LPG_synthase_TM
NCS66_RS17085	mechanosensitive ion channel domain-containing protein	WP_033536138.1		transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	mechanosensitive ion channel	ko:K22044	-	ko00000,ko02000	1.A.23.3	-	MS_channel
NCS66_RS17150	Na+/H+ antiporter	WP_008353358.1	sodium:proton antiporter activity|0015385||IEA	proton transmembrane transport|1902600||IEA	membrane|0016020||IEA		-	Na H antiporter	ko:K03316	-	ko00000	2.A.36	-	Na_H_Exchanger
NCS66_RS17165	ABC transporter substrate-binding protein	WP_008353355.1					-	PFAM periplasmic binding protein LacI transcriptional regulator	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
NCS66_RS17425	amino acid permease	WP_033535977.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	amino acid	ko:K03294	-	ko00000	2.A.3.2	-	AA_permease_2
NCS66_RS17450	branched-chain amino acid ABC transporter ATP-binding protein/permease	WP_008353274.1	ABC-type transporter activity|0140359||IEA				-	Belongs to the binding-protein-dependent transport system permease family	ko:K01995,ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran,BCA_ABC_TP_C,BPD_transp_2
NCS66_RS17455	branched-chain amino acid ABC transporter permease	WP_008353273.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS17460	ABC transporter substrate-binding protein	WP_008353271.1					-	ABC transporter substrate-binding protein	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS17515	peptidase domain-containing ABC transporter	WP_008353255.1					-	ABC transporter	ko:K06147	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	ABC_membrane,ABC_tran,Peptidase_C39,cNMP_binding
NCS66_RS17685	b(o/a)3-type cytochrome-c oxidase subunit 1	WP_008353201.1					-	Cytochrome C oxidase subunit I	ko:K02274	M00155	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.6	-	COX1
NCS66_RS17690	cupredoxin domain-containing protein	WP_008353200.1					-	Cytochrome C oxidase subunit II, periplasmic domain	ko:K02275	M00155	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	COX2
NCS66_RS17745	oxalate/formate MFS antiporter	WP_033537054.1	antiporter activity|0015297||IEA			oxlT	-	Spermidine putrescine ABC transporter substrate-binding protein	ko:K08177	-	ko00000,ko02000	2.A.1.11	-	MFS_1
NCS66_RS17830	ionic transporter y4hA	WP_008353159.1					-	PFAM sodium calcium exchanger membrane region	ko:K07300	-	ko00000,ko02000	2.A.19	-	Na_Ca_ex
NCS66_RS17900	cytochrome ubiquinol oxidase subunit I	WP_008353141.1	metal ion binding|0046872||IEA	aerobic electron transport chain|0019646||IEA	cytochrome complex|0070069||IEA		-	cytochrome bd ubiquinol oxidase, subunit I	ko:K00425	M00153	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	Cyt_bd_oxida_I
NCS66_RS17905	cytochrome d ubiquinol oxidase subunit II	WP_008353140.1	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|0016682||IEA			cydB	-	Cytochrome d ubiquinol oxidase, subunit II	ko:K00426	M00153	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	Cyt_bd_oxida_II
NCS66_RS18100	efflux transporter outer membrane subunit	WP_033537058.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	RND efflux system, outer membrane lipoprotein	ko:K18903	M00698	ko00000,ko00002,ko01504,ko02000	1.B.17.3.3	-	OEP
NCS66_RS18110	efflux RND transporter periplasmic adaptor subunit	WP_008353077.1	transporter activity|0005215||IEA	transport|0006810||IEA			-	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	ko:K18901	M00698	ko00000,ko00002,ko01504,ko02000	2.A.6.2,8.A.1	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
NCS66_RS18170	ABC transporter substrate-binding protein	WP_008353061.1					-	SMART extracellular solute-binding protein, family 3	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	SBP_bac_3
NCS66_RS18260	ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	WP_033537059.1	hydroxyectoine binding|0033295||IEA	ectoine transmembrane transport|0051470||IEA	outer membrane-bounded periplasmic space|0030288||IEA	ehuB	-	extracellular solute-binding protein, family 3	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	SBP_bac_3
NCS66_RS18270	ectoine/hydroxyectoine ABC transporter permease subunit EhuD	WP_200889187.1	ATPase-coupled hydroxyectoine transmembrane transporter activity|0033288||IEA	ectoine transmembrane transport|0051470||IEA	plasma membrane|0005886||IEA	ehuD	-	amino acid ABC transporter	ko:K02029,ko:K10009	M00234,M00236	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.10,3.A.1.3.14	-	BPD_transp_1
NCS66_RS18325	ammonium transporter	WP_008353013.1	ammonium transmembrane transporter activity|0008519||IEA	ammonium transmembrane transport|0072488||IEA	membrane|0016020||IEA		-	Ammonium transporter	ko:K03320,ko:K06580	-	ko00000,ko02000,ko04090	1.A.11,1.A.11.4	-	Ammonium_transp
NCS66_RS18350	mechanosensitive ion channel family protein	WP_008353005.1	mechanosensitive monoatomic ion channel activity|0008381||IEA				-	mechanosensitive ion channel	ko:K03442,ko:K16052	-	ko00000,ko02000	1.A.23.2,1.A.23.4	-	MS_channel,TM_helix
NCS66_RS18415	DMT family transporter	WP_008352989.1	transporter activity|0005215||IEA	transmembrane transport|0055085||IEA			-	EamA-like transporter family	ko:K15270	-	ko00000,ko02000	2.A.7.3.7	-	EamA
NCS66_RS18675	ABC transporter substrate-binding protein	WP_033536707.1					-	PFAM Extracellular ligand-binding receptor	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS18690	ABC transporter permease	WP_033536721.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997,ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS18825	TonB-dependent siderophore receptor	WP_033536703.1	signaling receptor activity|0038023||IEA	siderophore transport|0015891||IEA	cell outer membrane|0009279||IEA		-	siderophore receptor	ko:K02014,ko:K16090	-	ko00000,ko02000	1.B.14,1.B.14.1.11	-	Plug,TonB_dep_Rec
NCS66_RS18835	TonB-dependent receptor	WP_235366291.1	channel activity|0015267||IEA	transmembrane transport|0055085||IEA			-	siderophore receptor	ko:K02014	-	ko00000,ko02000	1.B.14	-	Plug,STN,TonB_dep_Rec
NCS66_RS18855	porin	WP_008352860.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	ko:K03285	-	ko00000	1.B.1	-	Porin_4
NCS66_RS18875	mechanosensitive ion channel domain-containing protein	WP_250480825.1	mechanosensitive monoatomic ion channel activity|0008381||IEA				-	Mechanosensitive ion channel	ko:K22044	-	ko00000,ko02000	1.A.23.3	-	MS_channel
NCS66_RS18890	efflux RND transporter permease subunit	WP_244808157.1	transmembrane transporter activity|0022857||IEA		membrane|0016020||IEA		-	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	ko:K18303	M00642	ko00000,ko00002,ko01504,ko02000	2.A.6.2.17	-	ACR_tran
NCS66_RS18930	ABC transporter substrate-binding protein	WP_008352837.1					-	NMT1-like family	ko:K02051	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	NMT1,NMT1_2
NCS66_RS19005	porin	WP_008352819.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	PFAM porin Gram-negative type	ko:K03285	-	ko00000	1.B.1	-	Porin_4
NCS66_RS19065	H(+)/Cl(-) exchange transporter ClcA	WP_250480828.1	voltage-gated chloride channel activity|0005247||IEA	transmembrane transport|0055085||IEA	plasma membrane|0005886||IEA	clcA	-	Voltage gated chloride channel	ko:K03281	-	ko00000	2.A.49	-	Voltage_CLC
NCS66_RS19175	ABC transporter ATP-binding protein	WP_008354443.1	ATP binding|0005524||IEA				-	ABC transporter	ko:K01990	M00254	ko00000,ko00002,ko02000	3.A.1	-	ABC_tran
NCS66_RS19180	ABC transporter permease	WP_008354441.1	ABC-type transporter activity|0140359||IEA		membrane|0016020||IEA		-	ABC-2 type transporter	ko:K01992	M00254	ko00000,ko00002,ko02000	3.A.1	-	ABC2_membrane_3
NCS66_RS19205	ABC transporter permease	WP_008354431.1	ABC-type transporter activity|0140359||IEA				-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
NCS66_RS19215	sugar ABC transporter substrate-binding protein	WP_034473488.1					-	ABC transporter substrate-binding protein	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
NCS66_RS19305	ABC transporter permease	WP_008354409.1	transmembrane transporter activity|0022857||IEA				-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02050	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	BPD_transp_1
NCS66_RS19315	ABC transporter substrate-binding protein	WP_008354407.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	transport system substrate-binding protein	ko:K02051	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	NMT1_2
NCS66_RS19395	MFS transporter	WP_008354390.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K08195	-	ko00000,ko02000	2.A.1.15	-	MFS_1,MFS_4,Sugar_tr
NCS66_RS19450	phosphonate ABC transporter, permease protein PhnE	WP_250480833.1	ABC-type phosphonate transporter activity|0015416||IEA	organic phosphonate transport|0015716||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	phnE	-	Phosphonate ABC transporter	ko:K02042	M00223	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	BPD_transp_1
NCS66_RS19735	TonB-dependent receptor	WP_033535974.1	channel activity|0015267||IEA	transmembrane transport|0055085||IEA			-	TonB-dependent receptor	ko:K02014	-	ko00000,ko02000	1.B.14	-	Plug,TonB_dep_Rec
NCS66_RS19750	SulP family inorganic anion transporter	WP_008354311.1	sulfate transmembrane transporter activity|0015116||IEA	sulfate transport|0008272||IEA	membrane|0016020||IEA		-	cyclic nucleotide-binding	ko:K03321	-	ko00000,ko02000	2.A.53.3	-	STAS,Sulfate_transp,cNMP_binding
NCS66_RS19805	hypothetical protein	WP_034472249.1					-	-	ko:K03646	-	ko00000,ko02000	2.C.1.2	-	-
NCS66_RS19810	EamA family transporter RarD	WP_008354297.1	transporter activity|0005215||IEA	transport|0006810||IEA	plasma membrane|0005886||IEA	rarD	-	RarD protein, DMT superfamily transporter	ko:K05786	-	ko00000,ko02000	2.A.7.7	-	EamA
NCS66_RS19910	ABC transporter substrate-binding protein	WP_008354276.1					-	PFAM toluene tolerance family protein	ko:K07323	M00210	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	MlaC
NCS66_RS20030	glutathione S-transferase	WP_008354250.1					-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3
NCS66_RS20315	MgtC/SapB family protein	WP_008354188.1			membrane|0016020||IEA		-	MgtC family	ko:K07507	-	ko00000,ko02000	9.B.20	-	MgtC
NCS66_RS20345	choline ABC transporter substrate-binding protein	WP_033535840.1					-	choline ABC transporter, periplasmic binding	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
NCS66_RS20575	sugar ABC transporter substrate-binding protein	WP_008347772.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Bacterial extracellular solute-binding protein	ko:K02027	M00207	ko00000,ko00002,ko02000	3.A.1.1	-	SBP_bac_1,SBP_bac_8
NCS66_RS20585	carbohydrate ABC transporter permease	WP_235366217.1		transmembrane transport|0055085||IEA			-	Binding-protein-dependent transport system inner membrane component	ko:K02026,ko:K17323	M00207,M00607	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.35	-	BPD_transp_1
NCS66_RS20650	monocarboxylate uptake permease MctP	WP_008347801.1					-	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	ko:K03307	-	ko00000	2.A.21	-	SSF
NCS66_RS20805	c-type cytochrome	WP_033536259.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	Cytochrome_CBB3,SBP_bac_3
NCS66_RS20850	ABC transporter substrate-binding protein	WP_008347858.1					-	branched-chain amino acid	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS20855	branched-chain amino acid ABC transporter permease	WP_034470975.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS20860	branched-chain amino acid ABC transporter permease	WP_235366230.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS20930	ABC transporter permease	WP_008347884.1	ABC-type transporter activity|0140359||IEA				-	MacB-like periplasmic core domain	ko:K02004	M00258	ko00000,ko00002,ko02000	3.A.1	-	FtsX,MacB_PCD
NCS66_RS20935	ABC transporter permease	WP_008347886.1					-	MacB-like periplasmic core domain	ko:K02004	M00258	ko00000,ko00002,ko02000	3.A.1	-	FtsX,MacB_PCD
NCS66_RS21075	aromatic acid/H+ symport family MFS transporter	WP_250480842.1					-	Major facilitator superfamily MFS_1	ko:K08195	-	ko00000,ko02000	2.A.1.15	-	MFS_1,MFS_4,Sugar_tr
NCS66_RS21295	MFS transporter	WP_008348015.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K08191	-	ko00000,ko02000	2.A.1.14.2	-	MFS_1
NCS66_RS21330	amino acid ABC transporter permease	WP_008348025.1	ABC-type transporter activity|0140359||IEA	amino acid transport|0006865||IEA			-	Binding-protein-dependent transport system inner membrane component	ko:K02029	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	BPD_transp_1
NCS66_RS21345	transporter substrate-binding domain-containing protein	WP_008348028.1					-	amino acid	ko:K02030	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	SBP_bac_3
NCS66_RS21375	bile acid:sodium symporter family protein	WP_008348034.1	symporter activity|0015293||IEA				-	Bile acid sodium symporter	ko:K03453	-	ko00000	2.A.28	-	SBF
NCS66_RS21390	sugar efflux transporter	WP_008348039.1					-	PFAM major facilitator superfamily MFS_1	ko:K03291	-	ko00000,ko02000	2.A.1.20	-	MFS_1
NCS66_RS21485	ABC transporter substrate-binding protein	WP_008348073.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM extracellular solute-binding protein family 1	ko:K02055	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	SBP_bac_6,SBP_bac_8
NCS66_RS21495	ABC transporter permease	WP_008348076.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02054	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
NCS66_RS21500	ABC transporter permease	WP_008348078.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02053	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
NCS66_RS21665	transporter substrate-binding domain-containing protein	WP_008348129.1					-	Periplasmic binding protein domain	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_5
NCS66_RS21680	ABC transporter ATP-binding protein	WP_008348134.1	ABC-type transporter activity|0140359||IEA				-	ABC transporter	ko:K01995	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran
NCS66_RS21685	ABC transporter permease	WP_008348137.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS21690	branched-chain amino acid ABC transporter permease	WP_008348139.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS21695	urea ABC transporter substrate-binding protein	WP_008348141.1	ATPase-coupled urea transmembrane transporter activity|0033221||IEA	urea transport|0015840||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Periplasmic binding protein domain	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS21730	benzoate/H(+) symporter BenE family transporter	WP_008348155.1	benzoate transmembrane transporter activity|0042925||IEA	benzoate transport|0042919||IEA	membrane|0016020||IEA		-	Benzoate membrane transport protein	ko:K05782	-	ko00000,ko02000	2.A.46.1	-	BenE
NCS66_RS21810	hypothetical protein	WP_034470903.1					-	EamA-like transporter family	ko:K15270	-	ko00000,ko02000	2.A.7.3.7	-	EamA
NCS66_RS21855	ABC transporter permease	WP_235366231.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
NCS66_RS21865	substrate-binding domain-containing protein	WP_008348178.1					-	PFAM periplasmic binding protein LacI transcriptional regulator	ko:K02058	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	Peripla_BP_4
NCS66_RS21895	ABC transporter substrate-binding protein	WP_051996429.1					-	ABC transporter substrate-binding protein	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS21900	branched-chain amino acid ABC transporter permease	WP_034470891.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS21905	branched-chain amino acid ABC transporter ATP-binding protein/permease	WP_008348195.1	ABC-type transporter activity|0140359||IEA				-	Belongs to the binding-protein-dependent transport system permease family	ko:K01995,ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran,BCA_ABC_TP_C,BPD_transp_2
NCS66_RS22015	glycine betaine ABC transporter substrate-binding protein	WP_008348248.1					-	Glycine betaine ABC transporter substrate-binding protein	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
NCS66_RS22150	MFS transporter	WP_008348295.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator Superfamily	ko:K13021	-	ko00000,ko02000	2.A.1.14.3	-	MFS_1
NCS66_RS22340	MFS transporter	WP_008348352.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	transporter	ko:K08369	-	ko00000,ko02000	2.A.1	-	Sugar_tr
NCS66_RS22480	MFS transporter	WP_033536226.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator	ko:K03288,ko:K03762	-	ko00000,ko02000	2.A.1.6.1,2.A.1.6.4,2.A.1.6.7	-	MFS_1,Sugar_tr
