#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_CP084250.1_cds_WP_248320570.1_2308,1133850.SHJG_8661,5.06e-135,403.0,"COG0458@1|root,COG0458@2|Bacteria,2IP7Z@201174|Actinobacteria",201174|Actinobacteria,EF,ATP-grasp domain,-,-,-,-,-,-,-,-,-,-,-,-,ATP-grasp_4
lcl|NZ_CP084250.1_cds_WP_248320571.1_2309,1357275.AVEL02000074_gene2292,4.54e-135,387.0,"2BM32@1|root,32FK7@2|Bacteria,1RK6J@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Haem_oxygenas_2
lcl|NZ_CP084250.1_cds_WP_248320572.1_2310,1133850.SHJG_8659,7.87e-29,107.0,"COG0633@1|root,COG0633@2|Bacteria,2H9RF@201174|Actinobacteria",201174|Actinobacteria,C,2Fe-2S iron-sulfur cluster binding domain,-,-,-,-,-,-,-,-,-,-,-,-,Fer2
lcl|NZ_CP084250.1_cds_WP_248320573.1_2311,1470593.BW43_05379,1.46e-103,312.0,"COG0583@1|root,COG0583@2|Bacteria,1MWY0@1224|Proteobacteria,1RYS8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,LysR substrate binding domain,-,-,-,ko:K03566,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_CP084250.1_cds_WP_206467091.1_2312,1458357.BG58_34980,0.0,1063.0,"COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2VHES@28216|Betaproteobacteria,1K1SY@119060|Burkholderiaceae",28216|Betaproteobacteria,S,abc transporter,yjjK,-,3.6.3.25,ko:K06020,-,-,-,-,"ko00000,ko01000",-,-,-,"ABC_tran,ABC_tran_Xtn"
lcl|NZ_CP084250.1_cds_WP_248322348.1_2313,1071679.BG57_26185,2.22e-230,639.0,"COG2982@1|root,COG2982@2|Bacteria,1NBZ0@1224|Proteobacteria,2VPGQ@28216|Betaproteobacteria,1K1QE@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Domain of Unknown Function (DUF748),-,-,-,-,-,-,-,-,-,-,-,-,DUF748
lcl|NZ_CP084250.1_cds_WP_248320574.1_2314,1071679.BG57_26190,7.43e-136,385.0,"COG1011@1|root,COG1011@2|Bacteria,1RHAB@1224|Proteobacteria,2VTKJ@28216|Betaproteobacteria,1K3XU@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"TIGRFAM HAD-superfamily hydrolase, subfamily IA, variant 3",-,-,3.8.1.2,ko:K01560,"ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120",-,R05287,RC00697,"ko00000,ko00001,ko01000",-,-,-,HAD_2
lcl|NZ_CP084250.1_cds_WP_248320575.1_2315,1218084.BBJK01000090_gene5930,1.14e-91,272.0,"COG1335@1|root,COG1335@2|Bacteria,1N16A@1224|Proteobacteria,2WFJN@28216|Betaproteobacteria,1K8TR@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,PFAM isochorismatase hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
lcl|NZ_CP084250.1_cds_WP_248320576.1_2316,1071679.BG57_26195,0.0,1107.0,"COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,2VIVH@28216|Betaproteobacteria,1JZR6@119060|Burkholderiaceae",28216|Betaproteobacteria,E,peptidase M24,pepQ,-,3.4.11.9,ko:K01262,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C"
lcl|NZ_CP084250.1_cds_WP_248320577.1_2317,1071679.BG57_26200,5.62e-50,159.0,"2ASBU@1|root,31HR3@2|Bacteria,1QAM1@1224|Proteobacteria,2WDGV@28216|Betaproteobacteria,1KA9V@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248320578.1_2318,1071679.BG57_26205,2.62e-158,447.0,"COG1215@1|root,COG1215@2|Bacteria,1NI9S@1224|Proteobacteria,2VZHI@28216|Betaproteobacteria,1K6VD@119060|Burkholderiaceae",28216|Betaproteobacteria,M,N-terminal domain of galactosyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_tranf_2_2,Glyco_transf_7C"
lcl|NZ_CP084250.1_cds_WP_248320579.1_2319,1458357.BG58_34945,2.36e-288,790.0,"COG0373@1|root,COG0373@2|Bacteria,1MU41@1224|Proteobacteria,2VHNC@28216|Betaproteobacteria,1K2H8@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA),hemA,-,1.2.1.70,ko:K02492,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R04109,"RC00055,RC00149","ko00000,ko00001,ko00002,ko01000",-,-,-,"GlutR_N,GlutR_dimer,Shikimate_DH"
lcl|NZ_CP084250.1_cds_WP_206467097.1_2320,1097668.BYI23_A023320,1.8e-249,686.0,"COG0216@1|root,COG0216@2|Bacteria,1MV28@1224|Proteobacteria,2VJKV@28216|Betaproteobacteria,1K2D1@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA,prfA,-,-,ko:K02835,-,-,-,-,"ko00000,ko03012",-,-,-,"PCRF,RF-1"
lcl|NZ_CP084250.1_cds_WP_248320580.1_2321,1071679.BG57_26220,7.61e-145,414.0,"COG2890@1|root,COG2890@2|Bacteria,1MXCQ@1224|Proteobacteria,2VP72@28216|Betaproteobacteria,1K3M1@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif,prmC,-,2.1.1.297,ko:K02493,-,-,R10806,"RC00003,RC03279","ko00000,ko01000,ko03012",-,-,-,"MTS,Methyltransf_31"
lcl|NZ_CP084250.1_cds_WP_175946598.1_2322,1458357.BG58_34930,2.03e-67,204.0,"COG0278@1|root,COG0278@2|Bacteria,1MZ4V@1224|Proteobacteria,2VSCX@28216|Betaproteobacteria,1K7NP@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Belongs to the glutaredoxin family. Monothiol subfamily,grxD,-,-,ko:K07390,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Glutaredoxin
lcl|NZ_CP084250.1_cds_WP_248320581.1_2323,1097668.BYI23_A023350,3.48e-119,343.0,"COG0163@1|root,COG0163@2|Bacteria,1RA0P@1224|Proteobacteria,2VIWQ@28216|Betaproteobacteria,1K1WK@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3- polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN,ubiX,-,2.5.1.129,ko:K03186,"ko00130,ko00627,ko00940,ko01100,ko01110,ko01120,ko01220,map00130,map00627,map00940,map01100,map01110,map01120,map01220",M00117,"R01238,R02952,R03367,R04985,R04986,R11225","RC00391,RC00814,RC03392","ko00000,ko00001,ko00002,ko01000",-,-,-,Flavoprotein
lcl|NZ_CP084250.1_cds_WP_248320582.1_2324,1071679.BG57_26235,4.71e-168,471.0,"COG3384@1|root,COG3384@2|Bacteria,1MXJZ@1224|Proteobacteria,2VIC3@28216|Betaproteobacteria,1K0PG@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Extradiol ring-cleavage dioxygenase class III protein subunit B,ygiD,-,-,ko:K15777,"ko00965,map00965",-,R08836,RC00387,"ko00000,ko00001,ko01000",-,-,-,LigB
lcl|NZ_CP084250.1_cds_WP_248320583.1_2325,1071679.BG57_26240,0.0,1008.0,"COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,2VM2D@28216|Betaproteobacteria,1K1J4@119060|Burkholderiaceae",28216|Betaproteobacteria,E,amino acid,-,-,-,-,-,-,-,-,-,-,-,-,AA_permease_2
lcl|NZ_CP084250.1_cds_WP_007000074.1_2326,1097668.BYI23_A023390,9.48e-43,139.0,"COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,2VVTG@28216|Betaproteobacteria,1K9A4@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Cold shock protein,cspD,-,-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD
lcl|NZ_CP084250.1_cds_WP_248320584.1_2327,1071679.BG57_26250,1.7e-280,769.0,"COG0443@1|root,COG0443@2|Bacteria,1MXBT@1224|Proteobacteria,2VHDP@28216|Betaproteobacteria,1K0HX@119060|Burkholderiaceae",28216|Betaproteobacteria,O,heat shock protein 70,yegD,-,-,ko:K04046,-,-,-,-,"ko00000,ko03110",1.A.33,-,-,HSP70
lcl|NZ_CP084250.1_cds_WP_248320585.1_2328,1071679.BG57_26255,1.68e-316,867.0,"COG0477@1|root,COG2814@2|Bacteria,1MVKJ@1224|Proteobacteria,2VK6H@28216|Betaproteobacteria,1K0YK@119060|Burkholderiaceae",28216|Betaproteobacteria,EGP,Sugar (and other) transporter,-,-,-,-,-,-,-,-,-,-,-,-,Sugar_tr
lcl|NZ_CP084250.1_cds_WP_248320586.1_2329,1071679.BG57_26260,1.55e-119,343.0,"COG0778@1|root,COG0778@2|Bacteria,1RA6E@1224|Proteobacteria,2VSIM@28216|Betaproteobacteria,1JZR4@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Pfam Nitroreductase,-,-,-,-,-,-,-,-,-,-,-,-,Nitroreductase
lcl|NZ_CP084250.1_cds_WP_175946584.1_2330,1071679.BG57_26265,3.99e-280,769.0,"COG2271@1|root,COG2271@2|Bacteria,1QTW2@1224|Proteobacteria,2VMWN@28216|Betaproteobacteria,1K055@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM major facilitator superfamily MFS_1,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_CP084250.1_cds_WP_248320587.1_2331,1071679.BG57_26270,5.27e-119,344.0,"COG1309@1|root,COG1309@2|Bacteria,1RADD@1224|Proteobacteria,2VW81@28216|Betaproteobacteria,1K4M1@119060|Burkholderiaceae",28216|Betaproteobacteria,K,PFAM regulatory protein TetR,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
lcl|NZ_CP084250.1_cds_WP_248320588.1_2332,1071679.BG57_26275,7.84e-113,325.0,"COG3310@1|root,COG3310@2|Bacteria,1RDE0@1224|Proteobacteria,2VQ9D@28216|Betaproteobacteria,1K2NA@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF1415),-,-,-,ko:K09941,-,-,-,-,ko00000,-,-,-,DUF1415
lcl|NZ_CP084250.1_cds_WP_248320589.1_2333,1097668.BYI23_A023460,4.22e-190,530.0,"COG2518@1|root,COG2518@2|Bacteria,1NMMQ@1224|Proteobacteria,2VH3B@28216|Betaproteobacteria,1K3T9@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Methyltransferase domain,-,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_32
lcl|NZ_CP084250.1_cds_WP_061125643.1_2334,1097668.BYI23_A023470,2.44e-65,199.0,"2AKZ7@1|root,31BSV@2|Bacteria,1Q9CA@1224|Proteobacteria,2WCJD@28216|Betaproteobacteria,1K7ZP@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_305854663.1_2335,1071679.BG57_26290,1.62e-140,399.0,"COG2186@1|root,COG2186@2|Bacteria,1MY1K@1224|Proteobacteria,2VSJX@28216|Betaproteobacteria,1KH03@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Regulatory protein GntR HTH,-,-,-,ko:K05799,-,-,-,-,"ko00000,ko03000",-,-,-,"FCD,GntR"
lcl|NZ_CP084250.1_cds_WP_248320590.1_2336,1071679.BG57_26295,1.5e-240,664.0,"COG0246@1|root,COG0246@2|Bacteria,1MVZ7@1224|Proteobacteria,2W1A0@28216|Betaproteobacteria,1KFFX@119060|Burkholderiaceae",28216|Betaproteobacteria,G,Mannitol dehydrogenase C-terminal domain,-,-,1.1.1.58,ko:K00041,"ko00040,ko01100,map00040,map01100",M00631,R02555,RC00085,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Mannitol_dh,Mannitol_dh_C"
lcl|NZ_CP084250.1_cds_WP_175946573.1_2337,1071679.BG57_26300,2.66e-289,792.0,"COG2271@1|root,COG2271@2|Bacteria,1MVPS@1224|Proteobacteria,2VMQM@28216|Betaproteobacteria,1K2M7@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM major facilitator superfamily MFS_1,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_CP084250.1_cds_WP_248320591.1_2338,1097668.BYI23_A023510,0.0,970.0,"COG2721@1|root,COG2721@2|Bacteria,1MU9V@1224|Proteobacteria,2VHJB@28216|Betaproteobacteria,1K0EB@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM D-galactarate dehydratase Altronate hydrolase domain protein,uxaA,-,"4.2.1.7,4.4.1.24","ko:K01685,ko:K16846","ko00040,ko00270,ko01100,map00040,map00270,map01100",M00631,"R01540,R07633","RC00543,RC01785","ko00000,ko00001,ko00002,ko01000",-,-,-,"GD_AH_C,SAF"
lcl|NZ_CP084250.1_cds_WP_248320592.1_2339,1071679.BG57_26310,0.0,1014.0,"COG2509@1|root,COG2509@2|Bacteria,1MV6P@1224|Proteobacteria,2VHGJ@28216|Betaproteobacteria,1K28D@119060|Burkholderiaceae",28216|Betaproteobacteria,S,fad dependent oxidoreductase,-,-,-,ko:K07137,-,-,-,-,ko00000,-,-,-,"Amino_oxidase,Pyr_redox_2"
lcl|NZ_CP084250.1_cds_WP_248320593.1_2340,1071679.BG57_13550,3.45e-80,241.0,"COG2969@1|root,COG2969@2|Bacteria,1MZ2Q@1224|Proteobacteria,2VSGG@28216|Betaproteobacteria,1K4W0@119060|Burkholderiaceae",28216|Betaproteobacteria,S,stringent starvation protein b,sspB,-,-,ko:K03600,-,-,-,-,"ko00000,ko03021",-,-,-,SspB
lcl|NZ_CP084250.1_cds_WP_008344155.1_2341,1071679.BG57_13545,1.58e-144,407.0,"COG0625@1|root,COG0625@2|Bacteria,1MXJD@1224|Proteobacteria,2VIAW@28216|Betaproteobacteria,1JZTW@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Glutathione S-transferase,sspA,-,-,ko:K03599,-,-,-,-,"ko00000,ko02000,ko03021",1.A.12.3.1,-,-,"GST_C,GST_C_2,GST_N,GST_N_3"
lcl|NZ_CP084250.1_cds_WP_248320594.1_2342,1071679.BG57_13540,1.95e-171,479.0,"COG2857@1|root,COG2857@2|Bacteria,1QFU2@1224|Proteobacteria,2VIR6@28216|Betaproteobacteria,1K1CF@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Cytochrome C1,petC,-,-,ko:K00413,"ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016","M00151,M00152",-,-,"ko00000,ko00001,ko00002",-,-,-,Cytochrom_C1
lcl|NZ_CP084250.1_cds_WP_248320595.1_2343,1071679.BG57_13535,0.0,902.0,"COG1290@1|root,COG1290@2|Bacteria,1MV97@1224|Proteobacteria,2VHP5@28216|Betaproteobacteria,1K08M@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",petB,-,-,ko:K00412,"ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016","M00151,M00152",-,-,"ko00000,ko00001,ko00002,ko03029",-,-,-,"Cytochrom_B_C,Cytochrome_B"
lcl|NZ_CP084250.1_cds_WP_175946553.1_2344,1097668.BYI23_A023570,4.14e-147,414.0,"COG0723@1|root,COG0723@2|Bacteria,1RAA2@1224|Proteobacteria,2VK46@28216|Betaproteobacteria,1JZN7@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",petA,-,1.10.2.2,ko:K00411,"ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016","M00151,M00152",-,-,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Rieske,UCR_Fe-S_N"
lcl|NZ_CP084250.1_cds_WP_248320596.1_2345,1071679.BG57_13525,8.01e-174,485.0,"COG0327@1|root,COG0327@2|Bacteria,1MVUN@1224|Proteobacteria,2VIX1@28216|Betaproteobacteria,1K03Z@119060|Burkholderiaceae",28216|Betaproteobacteria,S,NIF3 (NGG1p interacting factor 3),ybgI,-,-,-,-,-,-,-,-,-,-,-,NIF3
lcl|NZ_CP084250.1_cds_WP_175946549.1_2346,1097668.BYI23_A023590,4.7e-266,731.0,"COG0265@1|root,COG0265@2|Bacteria,1MU63@1224|Proteobacteria,2VJ9G@28216|Betaproteobacteria,1K0VU@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Belongs to the peptidase S1C family,degQ,-,-,"ko:K04691,ko:K04772",-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"PDZ_2,Trypsin_2"
lcl|NZ_CP084250.1_cds_WP_248320597.1_2347,1071679.BG57_13515,5.44e-161,453.0,"COG0805@1|root,COG0805@2|Bacteria,1MVAY@1224|Proteobacteria,2VI2H@28216|Betaproteobacteria,1K08P@119060|Burkholderiaceae",28216|Betaproteobacteria,U,"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides",tatC,-,-,ko:K03118,"ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,TatC
lcl|NZ_CP084250.1_cds_WP_248320598.1_2348,1071679.BG57_13510,1.57e-97,286.0,"COG1826@1|root,COG1826@2|Bacteria,1N73F@1224|Proteobacteria,2VT7B@28216|Betaproteobacteria,1K5T3@119060|Burkholderiaceae",28216|Betaproteobacteria,U,"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation",tatB,-,-,ko:K03117,"ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,MttA_Hcf106
lcl|NZ_CP084250.1_cds_WP_248320599.1_2349,1071679.BG57_13505,4.91e-36,123.0,"COG1826@1|root,COG1826@2|Bacteria,1N6S4@1224|Proteobacteria,2VVT6@28216|Betaproteobacteria,1K977@119060|Burkholderiaceae",28216|Betaproteobacteria,U,Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system,tatA,-,-,ko:K03116,"ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,MttA_Hcf106
lcl|NZ_CP084250.1_cds_WP_175946540.1_2350,1071679.BG57_13500,1.61e-81,241.0,"COG0537@1|root,COG0537@2|Bacteria,1RDCJ@1224|Proteobacteria,2VSMS@28216|Betaproteobacteria,1K7XK@119060|Burkholderiaceae",28216|Betaproteobacteria,FG,PFAM histidine triad (HIT) protein,hitA,-,-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT"
lcl|NZ_CP084250.1_cds_WP_175946538.1_2351,1071679.BG57_13495,1.91e-62,194.0,"COG3671@1|root,COG3671@2|Bacteria,1MZMW@1224|Proteobacteria,2VX6Z@28216|Betaproteobacteria,1K6YW@119060|Burkholderiaceae",28216|Betaproteobacteria,S,membrane,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_175946536.1_2352,1071679.BG57_13490,1.48e-78,234.0,"COG0140@1|root,COG0140@2|Bacteria,1MZEE@1224|Proteobacteria,2VUN8@28216|Betaproteobacteria,1K7MC@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Phosphoribosyl-ATP,hisE,-,3.6.1.31,ko:K01523,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R04035,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,PRA-PH
lcl|NZ_CP084250.1_cds_WP_248320600.1_2353,1458357.BG58_23935,1.94e-91,267.0,"COG0139@1|root,COG0139@2|Bacteria,1MW67@1224|Proteobacteria,2VR9B@28216|Betaproteobacteria,1K779@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,hisI,-,"3.5.4.19,3.6.1.31","ko:K01496,ko:K11755","ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,"R04035,R04037","RC00002,RC01055","ko00000,ko00001,ko00002,ko01000",-,-,-,PRA-CH
lcl|NZ_CP084250.1_cds_WP_175946532.1_2354,1097668.BYI23_A023660,3.23e-173,484.0,"COG0107@1|root,COG0107@2|Bacteria,1MUS0@1224|Proteobacteria,2VHY0@28216|Betaproteobacteria,1K0MT@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit",hisF,"GO:0000105,GO:0000162,GO:0003674,GO:0003824,GO:0003949,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",-,ko:K02500,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R04558,"RC00010,RC01190,RC01943","ko00000,ko00001,ko00002,ko01000",-,-,-,His_biosynth
lcl|NZ_CP084250.1_cds_WP_175946530.1_2355,1071679.BG57_13475,9.74e-176,490.0,"COG0106@1|root,COG0106@2|Bacteria,1MW6S@1224|Proteobacteria,2VI38@28216|Betaproteobacteria,1K1DU@119060|Burkholderiaceae",28216|Betaproteobacteria,E,1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase,hisA,"GO:0000105,GO:0000162,GO:0003674,GO:0003824,GO:0003949,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",5.3.1.16,ko:K01814,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R04640,RC00945,"ko00000,ko00001,ko00002,ko01000",-,-,-,His_biosynth
lcl|NZ_CP084250.1_cds_WP_206467117.1_2356,1071679.BG57_13470,1.25e-155,436.0,"COG0118@1|root,COG0118@2|Bacteria,1MU4X@1224|Proteobacteria,2VJPI@28216|Betaproteobacteria,1K0YG@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",hisH,-,-,ko:K02501,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R04558,"RC00010,RC01190,RC01943","ko00000,ko00001,ko00002,ko01000",-,-,-,GATase
lcl|NZ_CP084250.1_cds_WP_248320601.1_2357,1071679.BG57_13465,7.39e-131,373.0,"COG2095@1|root,COG2095@2|Bacteria,1MX5T@1224|Proteobacteria,2VIBH@28216|Betaproteobacteria,1K1Z8@119060|Burkholderiaceae",28216|Betaproteobacteria,U,UPF0056 inner membrane protein,marC,-,-,ko:K05595,-,-,-,-,"ko00000,ko02000",2.A.95.1,-,-,MarC
lcl|NZ_CP084250.1_cds_WP_175946524.1_2358,196367.JNFG01000049_gene1613,5.14e-137,387.0,"COG0131@1|root,COG0131@2|Bacteria,1MWBS@1224|Proteobacteria,2VI59@28216|Betaproteobacteria,1K2PX@119060|Burkholderiaceae",28216|Betaproteobacteria,E,imidazoleglycerol-phosphate dehydratase,hisB,-,4.2.1.19,ko:K01693,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R03457,RC00932,"ko00000,ko00001,ko00002,ko01000",-,-,-,IGPD
lcl|NZ_CP084250.1_cds_WP_248320602.1_2359,1071679.BG57_13455,1.42e-231,640.0,"COG0079@1|root,COG0079@2|Bacteria,1MW7I@1224|Proteobacteria,2VHX2@28216|Betaproteobacteria,1K1VS@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,hisC,-,2.6.1.9,ko:K00817,"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",M00026,"R00694,R00734,R03243","RC00006,RC00888","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2
