#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_JALQDU010000036.1_cds_WP_034471767.1_3416,1458357.BG58_07965,2.13e-96,280.0,"COG1764@1|root,COG1764@2|Bacteria,1RD1A@1224|Proteobacteria,2VR4T@28216|Betaproteobacteria,1K708@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Organic hydroperoxide resistance protein,ohr,-,-,-,-,-,-,-,-,-,-,-,OsmC
lcl|NZ_JALQDU010000036.1_cds_WP_033536175.1_3417,1458357.BG58_07960,0.0,988.0,"COG1073@1|root,COG1073@2|Bacteria,1N6XT@1224|Proteobacteria,2WF0P@28216|Betaproteobacteria,1KHYB@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"Serine aminopeptidase, S33",-,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_4
lcl|NZ_JALQDU010000036.1_cds_WP_034471765.1_3418,1458357.BG58_07955,2.42e-217,602.0,"COG1018@1|root,COG1018@2|Bacteria,1MU6E@1224|Proteobacteria,2VK6Y@28216|Betaproteobacteria,1K1R8@119060|Burkholderiaceae",28216|Betaproteobacteria,C,oxidoreductase FAD NAD(P)-binding domain protein,-,-,-,ko:K21324,-,-,-,-,ko00000,-,-,-,"FAD_binding_6,Fer2,NAD_binding_1"
lcl|NZ_JALQDU010000036.1_cds_WP_008353305.1_3419,1458357.BG58_07950,0.0,1019.0,"COG4638@1|root,COG4638@2|Bacteria,1MX47@1224|Proteobacteria,2VJW0@28216|Betaproteobacteria,1K3M2@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Rieske [2Fe-2S] domain,-,-,"1.14.13.229,1.14.19.48",ko:K21323,-,-,-,-,"ko00000,ko01000",-,-,-,Rieske
lcl|NZ_JALQDU010000036.1_cds_WP_008353303.1_3420,1458357.BG58_07945,3.2e-146,414.0,"COG1802@1|root,COG1802@2|Bacteria,1MY2M@1224|Proteobacteria,2VK5T@28216|Betaproteobacteria,1K5M3@119060|Burkholderiaceae",28216|Betaproteobacteria,K,FCD,-,-,-,-,-,-,-,-,-,-,-,-,"FCD,GntR"
lcl|NZ_JALQDU010000036.1_cds_WP_033536145.1_3421,1458357.BG58_07940,2.72e-299,818.0,"COG2271@1|root,COG2271@2|Bacteria,1MUEK@1224|Proteobacteria,2VHF2@28216|Betaproteobacteria,1K0JD@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM major facilitator superfamily MFS_1,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_JALQDU010000036.1_cds_WP_008353300.1_3422,1458357.BG58_07935,1.18e-198,552.0,"COG0583@1|root,COG0583@2|Bacteria,1MWY0@1224|Proteobacteria,2VNXS@28216|Betaproteobacteria,1K4SK@119060|Burkholderiaceae",28216|Betaproteobacteria,K,LysR substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_JALQDU010000036.1_cds_WP_008353299.1_3423,1097668.BYI23_B005710,1.35e-66,203.0,"2ANSE@1|root,31DSD@2|Bacteria,1Q9WZ@1224|Proteobacteria,2WD0D@28216|Betaproteobacteria,1K8X9@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000036.1_cds_WP_008353298.1_3424,1458357.BG58_07925,5.56e-313,859.0,"COG0642@1|root,COG2205@2|Bacteria,1MXH7@1224|Proteobacteria,2VHKW@28216|Betaproteobacteria,1JZRD@119060|Burkholderiaceae",28216|Betaproteobacteria,T,histidine kinase HAMP region domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"HAMP,HATPase_c,HisKA"
lcl|NZ_JALQDU010000036.1_cds_WP_008353297.1_3425,1458357.BG58_07920,4.48e-173,483.0,"COG0745@1|root,COG0745@2|Bacteria,1MU3A@1224|Proteobacteria,2VJTG@28216|Betaproteobacteria,1K25X@119060|Burkholderiaceae",28216|Betaproteobacteria,K,"Two component transcriptional regulator, winged helix family",-,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C"
lcl|NZ_JALQDU010000036.1_cds_WP_008353296.1_3426,1458357.BG58_07915,2.8e-110,318.0,"COG0229@1|root,COG0229@2|Bacteria,1RGWC@1224|Proteobacteria,2VRS3@28216|Betaproteobacteria,1K756@119060|Burkholderiaceae",28216|Betaproteobacteria,O,methionine sulfoxide reductase,msrB2,-,1.8.4.12,ko:K07305,-,-,-,-,"ko00000,ko01000",-,-,-,SelR
lcl|NZ_JALQDU010000036.1_cds_WP_008353295.1_3427,1458357.BG58_07910,0.0,1094.0,"COG0526@1|root,COG0785@1|root,COG0526@2|Bacteria,COG0785@2|Bacteria,1MVV0@1224|Proteobacteria,2VJF0@28216|Betaproteobacteria,1K43E@119060|Burkholderiaceae",28216|Betaproteobacteria,CO,cytochrome c biogenesis protein,-,-,-,-,-,-,-,-,-,-,-,-,"AhpC-TSA,DsbD,Redoxin"
lcl|NZ_JALQDU010000036.1_cds_WP_034471759.1_3428,1458357.BG58_07905,8.23e-157,441.0,"COG0225@1|root,COG0225@2|Bacteria,1NC84@1224|Proteobacteria,2VKZ6@28216|Betaproteobacteria,1K04D@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,msrA2,-,1.8.4.11,ko:K07304,-,-,-,-,"ko00000,ko01000",-,-,-,PMSR
lcl|NZ_JALQDU010000036.1_cds_WP_008353292.1_3429,1458357.BG58_07900,1.89e-254,699.0,"COG0436@1|root,COG0436@2|Bacteria,1MX43@1224|Proteobacteria,2W362@28216|Betaproteobacteria,1JZMY@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Aminotransferase class I and II,-,-,-,-,-,-,-,-,-,-,-,-,Aminotran_1_2
lcl|NZ_JALQDU010000036.1_cds_WP_008353291.1_3430,1458357.BG58_07895,9.42e-202,560.0,"COG0583@1|root,COG0583@2|Bacteria,1MWUP@1224|Proteobacteria,2VJPA@28216|Betaproteobacteria,1K15C@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Transcriptional regulator,iciA,-,-,ko:K05596,-,-,-,-,"ko00000,ko03000,ko03036",-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_JALQDU010000036.1_cds_WP_008353290.1_3431,1097668.BYI23_B005630,3.85e-78,233.0,"COG2343@1|root,COG2343@2|Bacteria,1RHXD@1224|Proteobacteria,2W2PU@28216|Betaproteobacteria,1KHC1@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF427),-,-,-,-,-,-,-,-,-,-,-,-,NTP_transf_9
lcl|NZ_JALQDU010000036.1_cds_WP_008353289.1_3432,1097668.BYI23_B005620,1.71e-49,159.0,"2AGF3@1|root,316RN@2|Bacteria,1PXXT@1224|Proteobacteria,2WD8J@28216|Betaproteobacteria,1K9PR@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF4148),-,-,-,-,-,-,-,-,-,-,-,-,DUF4148
lcl|NZ_JALQDU010000036.1_cds_WP_008353288.1_3433,1458357.BG58_07880,1.6e-193,539.0,"COG1893@1|root,COG1893@2|Bacteria,1P0AW@1224|Proteobacteria,2VKYM@28216|Betaproteobacteria,1K2PS@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,apbA,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C"
lcl|NZ_JALQDU010000036.1_cds_WP_008353287.1_3434,1458357.BG58_07875,3.1e-156,439.0,"COG2186@1|root,COG2186@2|Bacteria,1PY4R@1224|Proteobacteria,2WDE5@28216|Betaproteobacteria,1K6W6@119060|Burkholderiaceae",28216|Betaproteobacteria,K,FCD,-,-,-,-,-,-,-,-,-,-,-,-,"FCD,GntR"
lcl|NZ_JALQDU010000036.1_cds_WP_008353286.1_3436,1458357.BG58_07870,1.81e-98,287.0,"COG2406@1|root,COG2406@2|Bacteria,1QWVU@1224|Proteobacteria,2WH2A@28216|Betaproteobacteria,1K7ES@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Ferritin-like domain,-,-,1.16.3.1,ko:K03594,"ko00860,map00860",-,R00078,RC02758,"ko00000,ko00001,ko01000",-,-,-,Ferritin
lcl|NZ_JALQDU010000036.1_cds_WP_008353285.1_3437,1097668.BYI23_B005580,5.71e-159,445.0,"COG0450@1|root,COG0450@2|Bacteria,1MX2B@1224|Proteobacteria,2VK8F@28216|Betaproteobacteria,1JZYT@119060|Burkholderiaceae",28216|Betaproteobacteria,O,PFAM alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen,-,-,-,-,-,-,-,-,-,-,-,-,"1-cysPrx_C,AhpC-TSA"
lcl|NZ_JALQDU010000036.1_cds_WP_033535977.1_3438,1458357.BG58_07860,0.0,914.0,"COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,2VKU8@28216|Betaproteobacteria,1K2SP@119060|Burkholderiaceae",28216|Betaproteobacteria,E,amino acid,-,-,-,ko:K03294,-,-,-,-,ko00000,2.A.3.2,-,-,AA_permease_2
lcl|NZ_JALQDU010000036.1_cds_WP_008353281.1_3439,1097668.BYI23_B005560,0.0,1217.0,"COG4670@1|root,COG4670@2|Bacteria,1MUJW@1224|Proteobacteria,2VH8B@28216|Betaproteobacteria,1K4Y9@119060|Burkholderiaceae",28216|Betaproteobacteria,I,CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons,-,-,2.8.3.1,ko:K01026,"ko00620,ko00640,ko00643,ko01100,ko01120,map00620,map00640,map00643,map01100,map01120",-,"R00928,R01449,R05508","RC00012,RC00014,RC00137","ko00000,ko00001,ko01000",-,-,-,CoA_trans
lcl|NZ_JALQDU010000036.1_cds_WP_008353280.1_3440,1458357.BG58_07850,0.0,1183.0,"COG3158@1|root,COG3158@2|Bacteria,1MUVH@1224|Proteobacteria,2VH9I@28216|Betaproteobacteria,1K1CB@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Transport of potassium into the cell,kup,-,-,ko:K03549,-,-,-,-,"ko00000,ko02000",2.A.72,-,-,K_trans
lcl|NZ_JALQDU010000036.1_cds_WP_008353278.1_3441,1097668.BYI23_B005540,5.03e-192,533.0,"COG0169@1|root,COG0169@2|Bacteria,1MVW5@1224|Proteobacteria,2VJU3@28216|Betaproteobacteria,1K281@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Shikimate dehydrogenase,-,-,1.1.1.25,ko:K00014,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R02413,RC00206,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Shikimate_dh_N,ThiF"
lcl|NZ_JALQDU010000036.1_cds_WP_008353276.1_3442,1458357.BG58_07840,1.94e-163,458.0,"COG0410@1|root,COG0410@2|Bacteria,1MVVC@1224|Proteobacteria,2VJHF@28216|Betaproteobacteria,1K2EW@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"ABC transporter, ATP-binding protein",braG1,-,-,ko:K01996,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,"ABC_tran,BCA_ABC_TP_C"
lcl|NZ_JALQDU010000036.1_cds_WP_008353274.1_3443,1458357.BG58_07835,0.0,1180.0,"COG0411@1|root,COG4177@1|root,COG0411@2|Bacteria,COG4177@2|Bacteria,1MUTY@1224|Proteobacteria,2VH2P@28216|Betaproteobacteria,1K4FZ@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Belongs to the binding-protein-dependent transport system permease family,-,-,-,"ko:K01995,ko:K01998","ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,"ABC_tran,BCA_ABC_TP_C,BPD_transp_2"
lcl|NZ_JALQDU010000036.1_cds_WP_008353273.1_3444,1458357.BG58_07830,3.48e-189,527.0,"COG0559@1|root,COG0559@2|Bacteria,1N0XX@1224|Proteobacteria,2VME0@28216|Betaproteobacteria,1K3AF@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Belongs to the binding-protein-dependent transport system permease family,-,-,-,ko:K01997,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,BPD_transp_2
lcl|NZ_JALQDU010000036.1_cds_WP_008353271.1_3445,1458357.BG58_39510,1.1e-279,766.0,"COG0683@1|root,COG0683@2|Bacteria,1MX94@1224|Proteobacteria,2VHQ4@28216|Betaproteobacteria,1K6EV@119060|Burkholderiaceae",28216|Betaproteobacteria,E,ABC transporter substrate-binding protein,braC,-,-,ko:K01999,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,Peripla_BP_6
lcl|NZ_JALQDU010000036.1_cds_WP_008353269.1_3446,1097668.BYI23_B005490,5.54e-156,439.0,"COG5662@1|root,COG5662@2|Bacteria,1MV95@1224|Proteobacteria,2VSSM@28216|Betaproteobacteria,1K2HQ@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Putative zinc-finger,-,-,-,-,-,-,-,-,-,-,-,-,zf-HC2
lcl|NZ_JALQDU010000036.1_cds_WP_008353267.1_3447,1458357.BG58_39520,2.59e-153,431.0,"COG1595@1|root,COG1595@2|Bacteria,1PT8E@1224|Proteobacteria,2W1XX@28216|Betaproteobacteria,1K2WI@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Belongs to the sigma-70 factor family. ECF subfamily,-,-,-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4_2"
lcl|NZ_JALQDU010000036.1_cds_WP_008353265.1_3448,1458357.BG58_39525,1.68e-227,627.0,"COG1409@1|root,COG1409@2|Bacteria,1MUQJ@1224|Proteobacteria,2VJNP@28216|Betaproteobacteria,1K36Q@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Metallophosphoesterase,-,-,-,-,-,-,-,-,-,-,-,-,Metallophos
lcl|NZ_JALQDU010000036.1_cds_WP_008353264.1_3449,1458357.BG58_39530,9.43e-80,238.0,"COG3794@1|root,COG3794@2|Bacteria,1NKZ5@1224|Proteobacteria,2VW1T@28216|Betaproteobacteria,1K8BA@119060|Burkholderiaceae",28216|Betaproteobacteria,C,PFAM blue (type 1) copper domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"Copper-bind,Cupredoxin_1"
lcl|NZ_JALQDU010000036.1_cds_WP_008353263.1_3450,1458357.BG58_39535,1.02e-257,707.0,"COG3185@1|root,COG3185@2|Bacteria,1R9SR@1224|Proteobacteria,2VPHW@28216|Betaproteobacteria,1K2MV@119060|Burkholderiaceae",28216|Betaproteobacteria,E,PFAM Glyoxalase bleomycin resistance protein dioxygenase,-,-,1.13.11.27,ko:K00457,"ko00130,ko00350,ko00360,ko01100,map00130,map00350,map00360,map01100",M00044,"R01372,R02521","RC00505,RC00738","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"Glyoxalase,Glyoxalase_5"
lcl|NZ_JALQDU010000036.1_cds_WP_033537064.1_3451,1097668.BYI23_B005440,3.53e-56,174.0,"297EX@1|root,2ZUNB@2|Bacteria,1P6F2@1224|Proteobacteria,2W6AA@28216|Betaproteobacteria,1K8HK@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000036.1_cds_WP_008353261.1_3452,1097668.BYI23_B005430,5.26e-105,305.0,"COG1842@1|root,COG1842@2|Bacteria,1RM3K@1224|Proteobacteria,2W2XD@28216|Betaproteobacteria,1KGAP@119060|Burkholderiaceae",28216|Betaproteobacteria,KT,Lecithin retinol acyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,LRAT
lcl|NZ_JALQDU010000036.1_cds_WP_008353260.1_3453,1097668.BYI23_B005420,8.64e-57,178.0,"2FCEW@1|root,344ID@2|Bacteria,1P1JD@1224|Proteobacteria,2W42Q@28216|Betaproteobacteria,1K8QT@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000036.1_cds_WP_008353259.1_3454,1458357.BG58_39555,4.67e-161,453.0,"COG0631@1|root,COG0631@2|Bacteria,1R7UF@1224|Proteobacteria,2VM6F@28216|Betaproteobacteria,1K0X8@119060|Burkholderiaceae",28216|Betaproteobacteria,T,SMART protein phosphatase 2C domain protein,-,-,3.1.3.16,ko:K01090,-,-,-,-,"ko00000,ko01000",-,-,-,PP2C_2
lcl|NZ_JALQDU010000036.1_cds_WP_008353257.1_3455,1458357.BG58_39560,5.99e-303,827.0,"COG3829@1|root,COG3829@2|Bacteria,1NU8B@1224|Proteobacteria,2VMQ3@28216|Betaproteobacteria,1K2PZ@119060|Burkholderiaceae",28216|Betaproteobacteria,K,PFAM sigma-54 factor interaction domain-containing protein,-,-,-,-,-,-,-,-,-,-,-,-,Sigma54_activat
lcl|NZ_JALQDU010000036.1_cds_WP_008353255.1_3456,1458357.BG58_39565,0.0,1900.0,"COG2274@1|root,COG2905@1|root,COG2274@2|Bacteria,COG2905@2|Bacteria,1R2T0@1224|Proteobacteria,2VP2B@28216|Betaproteobacteria,1K0FE@119060|Burkholderiaceae",28216|Betaproteobacteria,V,ABC transporter,-,-,-,ko:K06147,-,-,-,-,"ko00000,ko02000","3.A.1.106,3.A.1.109,3.A.1.21",-,-,"ABC_membrane,ABC_tran,Peptidase_C39,cNMP_binding"
lcl|NZ_JALQDU010000036.1_cds_WP_008353254.1_3457,1458357.BG58_39570,2.99e-138,395.0,"COG0760@1|root,COG0760@2|Bacteria,1MXJI@1224|Proteobacteria,2VPYI@28216|Betaproteobacteria,1K4AX@119060|Burkholderiaceae",28216|Betaproteobacteria,O,peptidylprolyl isomerase,-,-,5.2.1.8,ko:K01802,-,-,-,-,"ko00000,ko01000",-,-,-,"Rotamase,SurA_N_3"
lcl|NZ_JALQDU010000036.1_cds_WP_008353252.1_3458,1097668.BYI23_B005370,2.29e-308,843.0,"COG0845@1|root,COG0845@2|Bacteria,1MUB0@1224|Proteobacteria,2VPXM@28216|Betaproteobacteria,1K3XJ@119060|Burkholderiaceae",28216|Betaproteobacteria,M,PFAM secretion protein HlyD family protein,-,-,-,ko:K02022,-,-,-,-,ko00000,-,-,-,"Biotin_lipoyl_2,HlyD,HlyD_3"
lcl|NZ_JALQDU010000036.1_cds_WP_033537065.1_3459,1458357.BG58_39580,0.0,1448.0,"COG1716@1|root,COG1716@2|Bacteria,1PYDB@1224|Proteobacteria,2VNTS@28216|Betaproteobacteria,1K2QS@119060|Burkholderiaceae",28216|Betaproteobacteria,T,Forkhead-associated protein,-,-,-,-,-,-,-,-,-,-,-,-,FHA
lcl|NZ_JALQDU010000036.1_cds_WP_239294402.1_3460,1458357.BG58_39585,1.28e-303,832.0,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,2VNSM@28216|Betaproteobacteria,1K0Z8@119060|Burkholderiaceae",28216|Betaproteobacteria,MU,"TIGRFAM RND efflux system, outer membrane lipoprotein, NodT family",-,-,-,-,-,-,-,-,-,-,-,-,OEP
lcl|NZ_JALQDU010000036.1_cds_WP_008353246.1_3461,1458357.BG58_39590,2e-54,171.0,"2F9XN@1|root,34271@2|Bacteria,1NXVD@1224|Proteobacteria,2W3GV@28216|Betaproteobacteria,1KA45@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000036.1_cds_WP_033537067.1_3462,1097668.BYI23_B005330,2.55e-93,273.0,"2CD0I@1|root,32RWS@2|Bacteria,1N0MC@1224|Proteobacteria,2VS3E@28216|Betaproteobacteria,1K6Y5@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF4399),-,-,-,-,-,-,-,-,-,-,-,-,DUF4399
lcl|NZ_JALQDU010000036.1_cds_WP_033537047.1_3463,1458357.BG58_39600,1.08e-98,286.0,"2CD0I@1|root,32RWS@2|Bacteria,1N0MC@1224|Proteobacteria,2WFYG@28216|Betaproteobacteria,1KI7K@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF4399),-,-,-,-,-,-,-,-,-,-,-,-,DUF4399
lcl|NZ_JALQDU010000036.1_cds_WP_008353241.1_3464,1071679.BG57_02520,2.19e-274,771.0,"COG1262@1|root,COG4249@1|root,COG1262@2|Bacteria,COG4249@2|Bacteria,1NQ5K@1224|Proteobacteria,2VPHG@28216|Betaproteobacteria,1K230@119060|Burkholderiaceae",28216|Betaproteobacteria,S,peptidase C14 caspase catalytic subunit p20,-,-,-,-,-,-,-,-,-,-,-,-,"FGE-sulfatase,Peptidase_C14"
lcl|NZ_JALQDU010000036.1_cds_WP_033537048.1_3465,1458357.BG58_14715,0.0,1085.0,"COG1305@1|root,COG1305@2|Bacteria,1R5Q7@1224|Proteobacteria,2VQ7C@28216|Betaproteobacteria,1K0ZZ@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Domain of Unknown Function with PDB structure (DUF3857),-,-,-,-,-,-,-,-,-,-,-,-,"DUF3857,Transglut_core"
lcl|NZ_JALQDU010000036.1_cds_WP_008353239.1_3466,1458357.BG58_14720,1.31e-238,660.0,"COG3448@1|root,COG3448@2|Bacteria,1MXJG@1224|Proteobacteria,2VJU5@28216|Betaproteobacteria,1K15Q@119060|Burkholderiaceae",28216|Betaproteobacteria,T,CBS domain containing protein,-,-,-,ko:K07168,-,-,-,-,ko00000,-,-,-,"CBS,HPP"
lcl|NZ_JALQDU010000036.1_cds_WP_008353238.1_3467,1458357.BG58_14725,1.3e-81,243.0,"COG1846@1|root,COG1846@2|Bacteria,1RJEE@1224|Proteobacteria,2VSK5@28216|Betaproteobacteria,1K70F@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Regulatory protein MarR,-,-,-,-,-,-,-,-,-,-,-,-,MarR_2
lcl|NZ_JALQDU010000036.1_cds_WP_008353237.1_3468,1097668.BYI23_B005270,0.0,1034.0,"COG0038@1|root,COG0517@1|root,COG0038@2|Bacteria,COG0517@2|Bacteria,1MV4K@1224|Proteobacteria,2VK3I@28216|Betaproteobacteria,1K148@119060|Burkholderiaceae",28216|Betaproteobacteria,P,CBS domain containing protein,clcA_1,-,-,-,-,-,-,-,-,-,-,-,"CBS,Voltage_CLC"
lcl|NZ_JALQDU010000036.1_cds_WP_144403814.1_3469,1458357.BG58_14735,5e-203,573.0,"COG0859@1|root,COG0859@2|Bacteria,1QUID@1224|Proteobacteria,2WHCP@28216|Betaproteobacteria,1K4K6@119060|Burkholderiaceae",28216|Betaproteobacteria,M,COG0457 FOG TPR repeat,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_transf_9,Methyltransf_23"
lcl|NZ_JALQDU010000036.1_cds_WP_008353233.1_3470,1458357.BG58_14740,8.31e-187,522.0,"COG0656@1|root,COG0656@2|Bacteria,1MX6S@1224|Proteobacteria,2VNCV@28216|Betaproteobacteria,1K4BE@119060|Burkholderiaceae",28216|Betaproteobacteria,S,aldo keto reductase,-,-,-,-,-,-,-,-,-,-,-,-,Aldo_ket_red
lcl|NZ_JALQDU010000036.1_cds_WP_008353230.1_3471,1458357.BG58_14745,1.97e-87,258.0,"COG5579@1|root,COG5579@2|Bacteria,1RGXV@1224|Proteobacteria,2VV4U@28216|Betaproteobacteria,1K83F@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF1810),-,-,-,-,-,-,-,-,-,-,-,-,DUF1810
lcl|NZ_JALQDU010000036.1_cds_WP_034471954.1_3472,1097668.BYI23_B005220,5.12e-42,137.0,"2DS8V@1|root,33F1N@2|Bacteria,1N80F@1224|Proteobacteria,2W60N@28216|Betaproteobacteria,1KACX@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF2945),-,-,-,-,-,-,-,-,-,-,-,-,DUF2945
lcl|NZ_JALQDU010000036.1_cds_WP_008353227.1_3473,1097668.BYI23_B005210,4.94e-88,259.0,"COG3861@1|root,COG3861@2|Bacteria,1N0R6@1224|Proteobacteria,2VUVS@28216|Betaproteobacteria,1K75X@119060|Burkholderiaceae",28216|Betaproteobacteria,S,PRC-barrel domain,-,-,-,-,-,-,-,-,-,-,-,-,PRC
lcl|NZ_JALQDU010000036.1_cds_WP_008353225.1_3474,1458357.BG58_14760,7.48e-216,598.0,"COG0604@1|root,COG0604@2|Bacteria,1MV3W@1224|Proteobacteria,2VINX@28216|Betaproteobacteria,1K0CE@119060|Burkholderiaceae",28216|Betaproteobacteria,C,alcohol dehydrogenase,yhdH,-,-,ko:K19745,"ko00640,ko01100,map00640,map01100",-,R00919,RC00095,"ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
lcl|NZ_JALQDU010000036.1_cds_WP_008353224.1_3475,1097668.BYI23_B005190,1.54e-234,665.0,"COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2VKF2@28216|Betaproteobacteria,1KGET@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,Chemotaxis sensory transducer,tse1,-,-,"ko:K03406,ko:K05874","ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"4HB_MCP_1,HAMP,MCPsignal"
lcl|NZ_JALQDU010000036.1_cds_WP_008353223.1_3476,1458357.BG58_14770,1.28e-276,759.0,"COG0520@1|root,COG0520@2|Bacteria,1MXH1@1224|Proteobacteria,2VPAB@28216|Betaproteobacteria,1KH1Q@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Aminotransferase class-V,-,-,-,-,-,-,-,-,-,-,-,-,Aminotran_5
lcl|NZ_JALQDU010000036.1_cds_WP_008353221.1_3478,1458357.BG58_14780,1.39e-234,646.0,"COG1063@1|root,COG1063@2|Bacteria,1MWX0@1224|Proteobacteria,2VICJ@28216|Betaproteobacteria,1K2QP@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Alcohol dehydrogenase GroES domain protein,-,-,1.1.1.380,ko:K08322,"ko00040,ko01100,map00040,map01100",-,R10848,RC00085,"ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
lcl|NZ_JALQDU010000036.1_cds_WP_008353220.1_3479,1458357.BG58_14785,2.76e-92,269.0,"COG3791@1|root,COG3791@2|Bacteria,1N6S5@1224|Proteobacteria,2VWNN@28216|Betaproteobacteria,1K87H@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Glutathione-dependent formaldehyde-activating enzyme,-,-,-,-,-,-,-,-,-,-,-,-,GFA
lcl|NZ_JALQDU010000036.1_cds_WP_033537049.1_3480,1097668.BYI23_B005140,7.44e-58,186.0,"2ASHA@1|root,31HXP@2|Bacteria,1PUSW@1224|Proteobacteria,2WAWW@28216|Betaproteobacteria,1K4DM@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
